Title,page_title
Unfinished Business: The Scotland Act 1998,scottish independence
Nerve block and intra-articular anaesthesia of the forelimb in the sound horse,treatment of equine lameness
Hydrologic Controls on Nitrogen and Phosphorous [sic] Dynamics in Relict Oxbow Wetlands Adjacent to an Urban Restored Stream,melanie harrison okoro
Pulkovo Compilation of Radial Velocities for 35 495 Hipparcos stars in a common system,beta octantis
Talon Cusp: A Prevalence Study of Its Types in Permanent Dentition and Report of a Rare Case of Its Association with Fusion in Mandibular Incisor,talon cusp
The influence of chronotype on making music: Circadian fluctuations in pianists' fine motor skills,katharina treutler
A compartmentalized signaling network mediates crossover control in meiosis,abby dernburg
The Holocaust in Comparative and Historical Perspective,greece
The emerging Internet governance mosaic: Connecting the pieces,internet governance
Combining two-view constraints for motion estimation,structure from motion
Checklist of Chelonians of the World,zhou's box turtle
Cattle Cycles,josé scheinkman
Performance and Applications of Scintillating-Glass-Fiber Neutron Sensors,neutron detection
A conceptual framework for human security - working paper no. 2,sabina alkire bibliography
Do women's land rights promote empowerment and child health in Nepal?,women's property rights
Out of Africa: topologies of nativism,kwame anthony appiah
On touching \u2013 the inhuman that therefore I am,karen barad
Was the Oligo-Miocene Australian metatherian Yalkaparidon a 'mammalian woodpecker'?\n,striped possum
Transparency interrupted: secrets of the left,secrecy
The Subprime Crisis,subprime crisis impact timeline
"Henry Oldenburg, F.R.S. (c. 1615-1677)",henry oldenburg
Islamophobia as a constraint to world peace: the case of Australia,islamophobia in australia
Introduction: visual pleasure and narrative cinema at forty,karen boyle
"""Regulating professions and occupations"" Manitoba Law Reform Commission, 1994",joan brockman
"Deganawida, the Peacemaker",great peacemaker
"Wreck of the ""Argo""",argo (1853)
"A brave new world: the strip club ban in Iceland and meanings for gender equality (views, events, and debates)",maddy coy
Economics in a full world,herman daly
"Mating system of a Neotropical roost-making bat: the white-throated, round-eared bat, Lophostoma silvicolum (Chiroptera: Phyllostomidae)",white-throated round-eared bat
Chinese labor struggles,han dongfang
The Origins of the Dreadnought Revolution,dreadnought
Foxhole emergency radios,crystal radio
"Moneda, cr\xe9dito y capital financiero",alicia girón
On the concept and possibility of informational decentralization,leonid hurwicz
"On Susan Moller Okin\'s ""Reason and feeling in thinking about justice""",susan moller okin
Tiny primate rediscovered in Indonesia,pygmy tarsier
What is at stake? A response to Bevir and Rhodes,r. a. w. rhodes
Existential limits to the rectification of past wrongs,christopher w. morris
Affirmative action,affirmative action in the united states
"Sexist talk: gender categories, participants' orientations and irony",susan speer
Ordinary People?,hitler's willing executioners
Reforming taxation to promote growth and equity,joseph stiglitz
Development dichotomies,paul streeten
Development of the Lebombo rifted volcanic margin of southeast Africa,lebombo mountains
"Issue: Feminism, women's movements and women in movement",feminism
Lessons from pandemic influenza A(H1N1): the research-based vaccine industry's perspective,2009 swine flu pandemic vaccine
Synaptogyrin-dependent modulation of synaptic neurotransmission in Caenorhabditis elegans,synaptic vesicle
Charles Alfred Coulson. 1910-1974,"department of computer science, university of oxford"
Structural basis for reversible photoswitching in Dronpa,dronpa
Health and fertility in World Health Organization group 2 anovulatory women,hypothalamic–pituitary–gonadal axis
"Serendipity in bioinformatics, the tribulations of a Swiss bioinformatician through exciting times!",uniprot
The comparative acute mammalian toxicity of 1-chloroacetophenone (CN) and 2-chlorobenzylidene malononitrile (CS),phenacyl chloride
Structural modes of a polymer in the repton model,reptation
The phylogenetic significance of strepsirhinism in Paleogene primates,strepsirrhini
An Interacting Binary System Powers Precessing Outflows of an Evolved Star,fleming 1
The wide-ranging family history of Max Born,list of jewish mathematicians
Alan McLeod Sargeson FAA. 13 October 1930 -- 29 December 2008,francis patrick dwyer
The story of the Great AukPinguinis impennis,great auk
"Ionic Size in Relation to Molecular Physics, Together with a New Law Relating to the Heats of Formation of Solid, Liquid, and Ionic Molecules",william robert bousfield
Terror and human insecurity: editorial introduction,tilman brück
Cage substitution in metal\u2013fullerene clusters,heterofullerene
CXIII.\u2014Some Theriodonts in the collection of the Bernard Price Institute,karrowalteria
Remedying wrongful convictions through applications to the Minister of Justice under section 690 of the criminal code,joan brockman
Adult-Onset Immunodeficiency in Thailand and Taiwan,adult-onset immunodeficiency syndrome
Sir John Anthony Pople. 31 October 1925 -- 15 March 2004: Elected FRS 1961,a. david buckingham
New remains of the enigmatic dinosaur Spinosaurus from the Cretaceous of Morocco and the affinities between Spinosaurus and Baryonyx,spinosaurus
Recent Advances in Inorganic Solid Electrolytes for Lithium Batteries,lithium-ion battery
Control of Seepage through Foundations and Abutments of Dams*,rankine lecture
Women's psychosocial outcomes of breast augmentation with silicone gel-filled implants: A 2-year prospective study,breast augmentation
Chirurgie esth\xe9tique et qualit\xe9 de vie subjective avant et quatre mois apr\xe8s l'op\xe9ration,breast augmentation
Interaction between warfarin and danshen (Salvia miltiorrhiza),list of herbs with known adverse effects
"A Fresh Take on Disorder, Or Disorderly Science?",tsallis entropy
Polling Systems in Heavy Traffic: A Bessel Process Limit,polling system
The Strong-Focusing Synchrotron\u2014A New High Energy Accelerator,m. stanley livingston
The Absolute Scale of Thermoelectric Power at High Temperature,seebeck coefficient
A Massive Cluster of Red Supergiants at the Base of the Scutum\u2010Crux Arm,scutum–centaurus arm
The robust beauty of improper linear models in decision making,proper linear model
The Caring Physician: The Life of Dr Francis W. Peabody,francis weld peabody
"A new metazoan from the Vendian of the White Sea, Russia, with possible affinities to the ascidians",tunicate
Strengthening and Refurbishment of the Severn Crossing. (Joint Winner of 1993 Telford Medal),telford medal
Expected time bounds for selection,floyd–rivest algorithm
Germ-cell tumors in childhood and adolescence.,teratoma
Purified Box C/D snoRNPs Are Able to Reproduce Site-Specific 2'-O-Methylation of Target RNA in Vitro,small nucleolar rna z256
Sydney John Hickson. 1859\u20131940,list of fellows of the royal society elected in 1895
Homo Heuristicus: Why Biased Minds Make Better Inferences,ecological rationality
Observations of Dispersal Processes of Pollutants in Venice Lagoon and in the Po River Coastal Area,venetian lagoon
The second and third parameters of the horizontal branch in globular clusters,stellar evolution
Clovis Hunting and Large Mammal Extinction: A Critical Review of the Evidence,columbian mammoth
Robertsonian Chromosomal Variation in the Longtailed Tree Mouse (Vandeleuria),asiatic long-tailed climbing mouse
"Evolution of reproduction in the Rhacophoridae (Amphibia, Anura)",buergeria
The Blue Obelisk - Interoperability in Chemical Informatics,christoph steinbeck
Resolution among major placental mammal interordinal relationships with genome data imply that speciation influenced their earliest radiations,paratheria (mammals)
Debt deal sets day of reckoning,2013 united states federal budget
Decoding mental states from brain activity in humans,geraint rees
Does Finance have a Cultural Dimension?,cultural economics
A geometric distance to the galaxy NGC4258 from orbital motions in a nuclear gas disk,megamaser
"Herpetosiphon aurantiacus gen. Et sp. N., a new filamentous gliding organism",chloroflexi (phylum)
Cichlid jaw mechanics: Linking morphology to feeding specialization,amatitlania septemfasciata
The inheritance of acquired epigenetic variations,eva jablonka
Michael Szwarc. 19 June 1909 -- 4 August 2000: Elected FRS 1966,michael szwarc
"State Capacity, Redistributive Compensation, and the Political Economy of Economic Policy Reform",sanjay jain
Reactions of Lewis bases with tetrahydroborate derivatives of the Group IVa elements. Preparation of new zirconium hydride species,organozirconium chemistry
"On the Validity and Phylogenetic Position of Eubrachiosaurus browni, a Kannemeyeriiform Dicynodont (Anomodontia) from Triassic North America",kannemeyeria
Comorbidity of Anxiety Disorders with Anorexia and Bulimia Nervosa,anorexia nervosa (differential diagnoses)
"Individualism, Collectivism, and Authoritarianism in Seven Societies",authoritarianism
Phase-contrast X-ray imaging of breast,phase-contrast x-ray imaging
Lower satellite-gravimetry estimates of Antarctic sea-level contribution,east antarctic ice sheet
Chemistry of phytotoxins associated with Streptomyces scabies the causal organism of potato common scab,streptomyces scabies
The role of faculty in the governance of college athletics: A report of the special committee on athletics,lonnie d. kliever
The Megamaser Cosmology Project. III. Accurate Masses of Seven Supermassive Black Holes in Active Galaxies with Circumnuclear Megamaser Disks,megamaser
"Unusual Ant Hosts of the Socially Parasitic Ant Anergates atratulus (Schenck, 1852) (Hymenoptera, Formicidae)",tetramorium atratulum
"Shoulder height, body mass and shape of proboscideans",list of largest mammals
Estimating Missing Heritability for Disease from Genome-wide Association Studies,missing heritability problem
What voters want from political campaign communication,research strategies of election campaign communication research
The Lobopod Onychodictyon from the Lower Cambrian Chengjiang Lagerst\xe4tte Revisited,xenusiid
Recent progress in the genetics of common obesity,medical research council (united kingdom)
The work of a discovering science construed with materials from the optically discovered pulsar,michael lynch (ethnomethodologist)
Field Desorption,erwin wilhelm müller
Preserved Acute Pain and Reduced Neuropathic Pain in Mice Lacking PKC,pain tolerance
"The Sri Lankan shrub-frogs of the genus Philautus Gistel, 1848 (Ranidae: Rhacophorinae), with description of 27 new species",pseudophilautus variabilis
Race trumps gender: the Thomas nomination in the black community,jane mansbridge
The transfer of Dryandra R.Br. to Banksia L.f. (Proteaceae),banksia dallanneyi var. dallanneyi
Thomas Richard Edmund Southwood. 20 June 1931 -- 26 October 2005,richard southwood
Phylogeny of Basal Iguanodonts (Dinosauria: Ornithischia): An Update,hadrosauroidea
Global Inequality of Opportunity: How Much of Our Income Is Determined by Where We Live?,immigration
Stochastic Theory of a Fluid Model of Producers and Consumers Coupled by a Buffer,fluid queue
"Statistical mechanics of ""negative temperature"" states",bohm diffusion
Hermann Weyl. 1885\u20131955,list of fellows of the royal society elected in 1936
The Devil is in the Deliberation: Thinking Too Much Reduces Preference Consistency,museum of bad art
A new enantiornithine from the Yixian Formation with the first recognized avian enamel specialization,limenavis
"Disposition of clotiazepam: influence of age, sex, oral contraceptives, cimetidine, isoniazid and ethanol",clotiazepam
"Chorioallantoic placentation in Galea spixii (Rodentia, Caviomorpha, Caviidae)",galea (genus)
Gill morphology of the mangrove killifish (Kryptolebias marmoratus) is plastic and changes in response to terrestrial air exposure,mangrove rivulus
"Systematics of Oreobates and the Eleutherodactylus discoidalis species group (Amphibia, Anura), based on two mitochondrial DNA genes and external morphology",oreobates saxatilis
Homi Jehangir Bhabha 1909-1966,homi j. bhabha
Concerns About Arsenic-Laden Bacterium Aired,felisa wolfe-simon
"HUMAN GENOME PROJECT:A Planned Boost for Genome Sequencing, but the Plan is in Flux",j. craig venter institute
Plant\u2013eriophyoid mite interactions: Specific and unspecific morphological alterations. Part II,phyllody
Freud and the Imaginative World,jonathan m. raines
Two new species of mouse lemurs (Cheirogaleidae: Microcebus) from Eastern Madagascar,marohita mouse lemur
"Excessive Memories: Slavery, Insurance and Resistance",john kimber
Chromatographic Study of Expert and Biological Samples Containing Desomorphine,methyldesorphine
Multivariate non-normally distributed random variables in climate research \u2013 introduction to the copula approach,copula (probability theory)
Novel sound production through contingency learning in the Pacific walrus (Odobenus rosmarus divergens),sivuqaq (walrus)
"Elements Beyond 100, Present Status and Future Prospects",unbiunium
Fossil evidence for an ancient divergence of lorises and galagos,slow loris
What Are Emotion Expressions For?,evolution of emotion
"An Informational Right to the City? Code, Content, Control, and the Urbanization of Information",henri lefebvre
Towards a phylogenetic classification of dendrocoelid freshwater planarians (Platyhelminthes): A morphological and eclectic approach,bdellocephala
Flow cytometry data standards,flow cytometry bioinformatics
"Smells like home: Desert ants, Cataglyphis fortis, use olfactory landmarks to pinpoint the nest",cataglyphis
Evidence for a convergent slowdown in primate molecular rates and its implications for the timing of early primate evolution,strepsirrhini
Young's lattice and dihedral symmetries,young's lattice
Software Architecture Design Reasoning: A Case for Improved Methodology Support,software architecture
A study of locomotor behavior in a captive colony of red-bellied lemurs (Eulemur rubriventer),lemur
...,chemin neuf community
The construction of rights,martin van hees
Origin of tropical American burrowing reptiles by transatlantic rafting,oceanic dispersal
Origin of tropical American burrowing reptiles by transatlantic rafting,amphisbaenia
Massively parallel parsing: A strongly interactive model of natural language interpretation,david waltz
"The ""New"" Science of Networks",duncan j. watts
Henry Solomon Wellcome. 1853-1936,henry wellcome
Differences in straggling rates between two genera of dove lice (Insecta: Phthiraptera) reinforce population genetic and cophylogenetic patterns,patricia g. parker
Explicit solution of the time evolution of the Wigner function,method of quantum characteristics
Ornithine carbamoyltransferase deficiency,ornithine transcarbamylase deficiency
Evolution and Ecology of Directed Aerial Descent in Arboreal Ants,cephalotes opacus
"Glyceollin I, a Novel Antiestrogenic Phytoalexin Isolated from Activated Soy",glyceollin i
Compression of individual sequences via variable-rate coding,lempel–ziv–welch
Ecology of Sydney Plant Species Part 9: Monocotyledon families Agavaceae to Juncaginaceae,gahnia sieberiana
Body proportions of circumpolar peoples as evidenced from skeletal data: Ipiutak and Tigara (Point Hope) versus Kodiak Island Inuit,bergmann's rule
"Strike fast, strike hard: the red-throated caracara exploits absconding behavior of social wasps during nest predation",red-throated caracara
Role of the tuberculum olfactorium in streotyped behaviour induced by apomorphine in the rat.,olfactory tubercle
Lasiurus pfeifferi,pfeiffer's red bat
A proof of Andrews' q-Dyson conjecture,discrete mathematics (journal)
The Law is a Ass (Installment #66),captain marvel (dc comics)
"Species groups of spiny rats, genus Proechimys (Rodentia: Echimyidae)",short-tailed spiny rat
Palaeontology: undressing and redressing Ediacaran embryos,ediacaran biota
Cladistic relationships of extant and fossil hominoids\n,proconsulidae
"Colonialism, the Shuar Federation, and the Ecuadorian state",steven rubenstein
"Customs, rites and superstitions of the aboriginal tribes of the Gulf of Carpentaria\n",garrwa people
Discovery of Pottery in North-Eastern Arnhem Land\n,ngardok
Division of tribes in the northern territory\n,julaolinja
Djamar and His Relation to Other Culture Heroes\n,bardi people
Dual Density Floppy Controller Chip,western digital fd1771
Health Resorts,george daniell (anaesthestist)
Israeli Housing and Nation Building: Establishment of the State-Citizen Contract 1948-1953\n,ma'abarot
MOS 6501 Microprocessor beats 'em all,motorola 6800
"Microprocessor line offers 4, 8,16 bits",mos technology 6502
Myths and non\u2010myths: Frontier 'massacres' in Australian history \u2014 the Woppaburra of the Keppel Islands\n,wapabara
"Revision of the Australian Ghost Moths (Lepidoptera Homoneura, Family Hepialidae). Part II\n",norman tindale
Revisits: An Outline of a Theory of Reflexive Ethnography,michael burawoy
Social organisation of South Australian tribes\n,nukunu
The Social Organization of Australian Tribes: Part III\n,baanbay
The Tax Resistance at Bayt Sahur\n,israeli occupation of the west bank
The origin and spread of Aboriginal Pidgin English in Queensland and: A Preliminary Account\n,undanbi
Tribes and Totemism in North-East Australia\n,kareldi
A comparison of wavelength reservation protocols for WDM optical networks,admission control
Cambrian Geology and Paleontology II. Middle Cambrian annelids,louisella
"In Bouzouki Clubs, Some Greeks Still Live in Excess",despina vandi
Continuity and Admixture in the Last Five Millennia of Levantine History from Ancient Canaanite and Present-Day Lebanese Genome Sequences,archaeogenetics of the near east
"Early Divergent Strains of Yersinia pestis in Eurasia 5,000 Years Ago",yersinia pestis
Billboard Top R&B Albums,lifestylez ov da poor & dangerous
Estimated global mortality associated with the first 12 months of 2009 pandemic influenza a H1N1 virus circulation: A modelling study,influenza a virus subtype h1n1
Word meaning deafness: Spelling words that are not understood.,auditory agnosia
Is language Impairment in Schizophrenia related to Language Genes?,foxp2
Bis(cyclooctatetraenyl)uranium (uranocene). A new class of sandwich complexes that utilize atomic f orbitals,organoactinide chemistry
Children and Adolescents and Digital Media,digital media use and mental health
Tensor Calculus for Supergravity,peter west (physicist)
Secondary Atmospheres on HD 219134 b and C,hd 219134 b
Keck Observations of the Most Distant Galaxy: 8C1435+63 at z=4.25,1994 in science
Experimental demonstration of quantum learning speedup with classical input data,quantum machine learning
"Variations on a (t)heme--novel mechanisms, redox partners and catalytic functions in the cytochrome P450 superfamily",cholesterol 24-hydroxylase
Shock filters based on implicit cluster separation,subhasis chaudhuri
Novel modified pythagorean tree fractal monopole antennas for UWB applications,fractal antenna
Existence of chaos in a piecewise smooth two-dimensional contractive map,soumitro banerjee
Synthesis based on cyclohexadienes. Part 25. Total synthesis of (\xb1)-allo-cedrol (khusiol),g. s. r. subba rao
Thermal neutron polarisation,n. s. satya murthy
"A new Babinskaiidae from the \u2018mid\u2019-Cretaceous Burmese amber (Insecta, Neuroptera, Myrmeleontoidea)",2020 in insect paleontology
"Guide to the identification and geographic distribution of Lutzomyia sand flies in Mexico, the West Indies, Central and South America (Diptera: Psychodidae)",lutzomyia
Extravagant Stillness: Philip Gr\xf6ning\u2019s 'Into Great Silence',luke davies bibliography
Evolutionary biology. The eye in a twinkling,richard dawkins bibliography
An updated classification for Apocynaceae,apocynaceae
"Taste while chewing? Sensory structures in the chelicerae of Pseudocellus pearsei (Chamberlin & Ivie, 1938) (Ricinulei, Arachnida)",pseudocellus
Dissecting practical intelligence theory: Its claims and evidence,triarchic theory of intelligence
Gordon Herriot Cunningham 1892\u20131962,list of mycologists
A large xenusiid lobopod with complex appendages from the Lower Cambrian Chengjiang Lagerst\xe4tte,xenusiid
Generic realignment in primuloid families of the Ericales s. l.: a phylogenetic analysis based on DNA sequences from three chloroplast genes and morphology,lysimachia clethroides
Heat transfer from spheres and other animal forms,thermoregulation
First GLIMPSE results on the stellar structure of the Galaxy,milky way
"Castor oil, bath and/or enema for cervical priming and induction of labour",castor oil
Positronium versus the mirror universe,mirror matter
An in Vitro Diagnostic for Multiple Sclerosis Based on C-peptide Binding to Erythrocytes,multiple sclerosis biomarkers
Turn This Water into Wine,cultural imperialism
Craniomandibular osteology of Macrocollum itaquii (Dinosauria: Sauropodomorpha) from the Late Triassic of southern Brazil,massospondylidae
Transcription factors dynamically control the spatial organization of the yeast genome,gcn4
A 160 mV Robust Schmitt Trigger Based Subthreshold SRAM,static random-access memory
"Molecular phylogeny and systematic revision of Bangana sensu lato (Teleostei, Cyprinidae)",cyprinidae
Transcriptional responses in a Drosophiladefensive symbiosis,drosophila neotestacea
"Degradation of [Dha7]MC-LR by a Microcystin Degrading Bacterium Isolated from Lake Rotoiti, New Zealand",microcystin-lr
Moyamoya Disease in China,moyamoya disease
Premature graying of hair,premature greying of hair
Estimates of the cancer burden in Europe from radioactive fallout from the Chernobyl accident,chernobyl disaster
Gasoline prices and motor vehicle fatalities,automotive safety
A new turtle confirms the presence of Bothremydidae (Pleurodira) in the Cenozoic of Europe and expands the biostratigraphic range of Foxemydina,pleurodira
Parasite manipulation of the proximate mechanisms that mediate social behavior in vertebrates,behavior-altering parasite
Geo-Engineering in Lakes: A Crisis of Confidence?,eutrophication
Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial,behaviour therapy
The Subspecies Concept and Its Taxonomic Application,race (human categorization)
"Genetic Structure, Self-Identified Race/Ethnicity, and Confounding in Case-Control Association Studies",race (human categorization)
Manipulation of Voting Schemes: A General Result,michael dummett
"Arizonac, a twentieth-century myth",arizona
On the Stability of Edgeworth's Barter Process,hirofumi uzawa
"The Effects of Immigrant Population Size, Unemployment, and Individual Characteristics on Voting for the Vlaams Blok in Flanders 1991\u20131999",vlaams blok
Conservation \u2013 Alan Boyson panel,alan boyson
PORTIONS OF THE DISTRICT OF HUTT AND HILL RIVERS ANNEXED TO THE DISTRICT OF SNOWTOWN.,district council of snowtown
Proclamations,district council of east torrens
"The Strategy of ""Dissent"" in the Repeal Campaign, 1820-1828",victorian era
America's First Social Security System: The Expansion of Benefits for Civil War Veterans,republican party (united states)
The Etymology of 'Buckaroo',english words of african origin
"""The Utmost Amount of Effectiv [sic] Accommodation"": Andrew Carnegie and the Reform of the American Library",charitable organization
An old conjecture of Erd\u0151s\u2013Tur\xe1n on additive bases,erdős–turán conjecture on additive bases
Building Iran's Software Industry,economy of iran
A new approach to rock slope stability \u2013 a probability classification (SSPC),slope stability analysis
"The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: High biodiversity in the Eocene",ponerinae
J-Means: A new local search heuristic for minimum sum of squares clustering,k-means clustering
Li\u2013air batteries: A classic example of limitations owing to solubilities,lithium–air battery
"Ferrocen-, Ruthenocen-bzw. Rhodocen-analoga von Haloperidol Synthese und Organverteilung nach Markierung mit 103Ru-bzw. 103mRh",rhodocene
