Title,page_title
"AF4/FEL, a gene involved in infant leukemia: sequence variations, gene structure, and possible homology with a genomic sequence on 5q31",aff1
Radical mechanisms of enzymatic catalysis,(formate-c-acetyltransferase)-activating enzyme
Medication overuse headaches -- what is new?,migraine
Overview of medically important antifungal azole derivatives,sulconazole
"A rat homeobox gene, rNKx-2.5, is a homologue of the tinman gene in Drosophila and is mainly expressed during heart development",tinman (gene)
Kinetic pathway of 40S ribosomal subunit recruitment to hepatitis C virus internal ribosome entry site,40s ribosomal protein s25
The linkage of innate to adaptive immunity via maturing dendritic cells in vivo requires CD40 ligation in addition to antigen presentation and CD80/86 costimulation,cd80
Isolation of intracellular membranes by means of sodium carbonate treatment: application to endoplasmic reticulum,rdh13
Imaging serotonergic neurotransmission in depression: hippocampal pathophysiology may mirror global brain alterations,altanserin
"Molecular cloning in Escherichia coli, expression, and nucleotide sequence of the gene for the ethylene-forming enzyme of Pseudomonas syringae pv. phaseolicola PK2",2-oxoglutarate/l-arginine monooxygenase/decarboxylase (succinate-forming)
"Comparison of 4-chloro-, 4-bromo- and 4-fluoroamphetamine in rats: drug levels in brain and effects on brain serotonin metabolism",para-bromoamphetamine
Welders' pneumoconiosis: tissue elemental microanalysis by energy dispersive x ray analysis,siderosis
FLS2: an LRR receptor-like kinase involved in the perception of the bacterial elicitor flagellin in Arabidopsis,flagellin
Hsm3/S5b joins the ranks of 26S proteasome assembly chaperones,psmd14
Purified box C/D snoRNPs are able to reproduce site-specific 2'-O-methylation of target RNA in vitro,small nucleolar rna snord60
Purified box C/D snoRNPs are able to reproduce site-specific 2'-O-methylation of target RNA in vitro,small nucleolar rna snord98
The intrathecal CD163-haptoglobin-hemoglobin scavenging system in subarachnoid hemorrhage,cd163
The partner gene of AML1 in t(16;21) myeloid malignancies is a novel member of the MTG8(ETO) family.,cbfa2t3
"RAFTK, a novel member of the focal adhesion kinase family, is phosphorylated and associates with signaling molecules upon activation of mature T lymphocytes",ptk2b
A functional genomics approach to tanshinone biosynthesis provides stereochemical insights,miltiradiene synthase
Effect of a single amino acid change in MHC class I molecules on the rate of progression to AIDS,hla-b
Primary Sj\xf6gren syndrome: clinical and immunologic disease patterns in a cohort of 400 patients,sjögren syndrome
Inhibition of human P450 enzymes by nicotinic acid and nicotinamide,cyp3a4
ALS with respiratory onset: Clinical features and effects of non-invasive ventilation on the prognosis,amyotrophic lateral sclerosis
MCD4 encodes a conserved endoplasmic reticulum membrane protein essential for glycosylphosphatidylinositol anchor synthesis in yeast,pign (gene)
Math1 controls cerebellar granule cell differentiation by regulating multiple components of the Notch signaling pathway,atoh1
Association of the atypical protein kinase C-interacting protein p62/ZIP with nerve growth factor receptor TrkA regulates receptor trafficking and Erk5 signaling,sequestosome 1
Vitamin B6 biosynthesis by the malaria parasite Plasmodium falciparum: biochemical and structural insights,ribose-5-phosphate isomerase
The vrille gene of Drosophila is a maternal enhancer of decapentaplegic and encodes a new member of the bZIP family of transcription factors,vrille (gene)
Cloning and tissue expression of two putative steroid membrane receptors,pgrmc1
Advances in autism,autism
Protein folding in the cell,hsp90ab1
Management of nonsyndromic craniosynostosis,craniosynostosis
Expression of the Geosmin Synthase Gene in the Cyanobacterium Anabaena Circinalis AWQC318(1),geosmin synthase
Identification of a receptor for the morphogen retinoic acid,retinoic acid receptor alpha
"High-resolution structure of myo-inositol monophosphatase, the putative target of lithium therapy",inositol-phosphate phosphatase
"CASP, the alternatively spliced product of the gene encoding the CCAAT-displacement protein transcription factor, is a Golgi membrane protein related to giantin",cutl1
Utilization of the beta and gamma chains of the IL-2 receptor by the novel cytokine IL-15,"interleukin 15 receptor, alpha subunit"
Association between a functional catechol O-methyltransferase gene polymorphism and schizophrenia: meta-analysis of case-control and family-based studies,catechol-o-methyltransferase
Propagation of Tau aggregates,tauopathy
Long-chain acyl-CoA dehydrogenase deficiency as a cause of pulmonary surfactant dysfunction,acadm
Protein C deficiency,protein c
Characterization of a human cell line (NK-92) with phenotypical and functional characteristics of activated natural killer cells,natural killer cell
Cytochrome P450 4A11 expression in human keratinocytes: effects of ultraviolet irradiation,cyp4a11
"Sumo-1 modification regulates the DNA binding activity of heat shock transcription factor 2, a promyelocytic leukemia nuclear body associated transcription factor.",hsf2
Spatiotemporal variation in a Lyme disease host and vector: black-legged ticks on white-footed mice.,white-footed mouse
"Expression and functional features of NaCT, a sodium-coupled citrate transporter, in human and rat livers and cell lines",slc13a5
Gastric mucosal calcinosis: clinicopathologic considerations,hypervitaminosis a
Dibenzepin and amitriptyline in depressive states: comparative double-blind trial,dibenzepin
"Listeria monocytogenes regulates flagellar motility gene expression through MogR, a transcriptional repressor required for virulence",listeria monocytogenes
The information that amnesic patients do not forget,priming (psychology)
Severe vincristine neuropathy in Charcot-Marie-Tooth disease type 1A,vincristine
Immunohistochemical localisation of nicotinic acetylcholine receptor subunits in human cerebellum,nicotinic acetylcholine receptor
"""TAARgeting Addiction"" \u2013 The Alamo Bears Witness to Another Revolution: An Overview of the Plenary Symposium of the 2015 Behavior, Biology and Chemistry Conference",dopamine
Acupuncture for the Treatment of Adults with Posttraumatic Stress Disorder: A Systematic Review and Meta-Analysis,acupuncture
Nanofabricated particles for engineered drug therapies: a preliminary biodistribution study of PRINT nanoparticles,colloidal gold
Partial purification and characterization of two soluble c-type cytochromes from Chromatium vinosum,flavocytochrome c sulfide dehydrogenase
Is there a future for histone deacetylase inhibitors in the pharmacotherapy of psychiatric disorders?,histone acetylation and deacetylation
Leptin regulates tau phosphorylation and amyloid through AMPK in neuronal cells,leptin
Review article: amphetamines and related drugs of abuse,mdma
Viraemia in rabies,viremia
The role of estrogen in schizophrenia: implications for schizophrenia practice guidelines for women,menstrual psychosis
"High incidence and increasing prevalence of MS in Enna (Sicily), southern Italy",multiple sclerosis
Metalloproteases from Penicillium caseicolum and P. roqueforti: comparison of specificity and chemical characterization,deuterolysin
Recognition of eIF4G by rotavirus NSP3 reveals a basis for mRNA circularization,nsp3
"Vav, a GDP/GTP nucleotide exchange factor, interacts with GDIs, proteins that inhibit GDP/GTP dissociation.",arhgdib
Audit of domperidone use as a galactogogue at an Australian tertiary teaching hospital,domperidone
Cooperation between small nuclear RNA-activating protein complex (SNAPC) and TATA-box-binding protein antagonizes protein kinase CK2 inhibition of DNA binding by SNAPC,snapc4
"Comparison of a restrictive versus liberal red cell transfusion policy for patients with myelodysplasia, aplastic anaemia, and other congenital bone marrow failure disorders",packed red blood cells
Domain organization of human chromosomes revealed by mapping of nuclear lamina interactions,ctcf
"A core SMRT corepressor complex containing HDAC3 and TBL1, a WD40-repeat protein linked to deafness",tbl1x
Magnetic resonance spectroscopy,in vivo magnetic resonance spectroscopy
Actin and tropomyosin isoforms in morphogenesis,tpm2
[Protective effect of glycyrrhizine in mice with systemic Candida albicans infection and its mechanism],enoxolone
ATM activation by oxidative stress,ataxia–telangiectasia
Undulipodium: End of a useless discussion,flagellum
Genomic organization and mutation analysis of three candidate genes for hereditary neuralgic amyotrophy,cytoglobin
Poly(ADP-ribose) polymerase-1 in the nervous system,parp1
Molecular characterization of membrane type and ganglioside-specific sialidase (Neu3) expressed in E. coli,neu3
Calcium-binding protein S100A7 and epidermal-type fatty acid-binding protein are associated in the cytosol of human keratinocytes,fabp5
Serotonin and norepinephrine reuptake inhibition and eating behavior,eating disorder
Detection of cytochrome P450 gene expression in human placenta in first trimester of pregnancy,cyp3a5
The relative importance of principal and modifying genes in determining some human diseases,human disease modifier gene
Eutherians experienced elevated evolutionary rates in the immediate aftermath of the Cretaceous-Palaeogene mass extinction,mammal
New screening techniques show potential for early detection of lung cancer,asph
Alternative spermidine biosynthetic route is critical for growth of Campylobacter jejuni and is the dominant polyamine pathway in human gut microbiota,carboxynorspermidine synthase
An interactive computer graphics study of thermolysin-catalyzed peptide cleavage and inhibition by N-carboxymethyl dipeptides,mmp3
Localization of CSNBX (CSNB4) between the retinitis pigmentosa loci RP2 and RP3 on proximal Xp,nyctalopin
Anti-CD79 antibody induces B cell anergy that protects against autoimmunity,cd79
Control of glycoprotein synthesis. Processing of asparagine-linked oligosaccharides by one or more rat liver Golgi alpha-D-mannosidases dependent on the prior action of UDP-N-acetylglucosamine: alpha-D-mannoside beta 2-N-acetylglucosaminyltransferase I,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase"
"Backbone 1H, 13C, and 15N resonance assignments for a 14 kD protein, GABA(A) receptor associated protein (GABARAP)",gabarap
Cycling of O-linked beta-N-acetylglucosamine on nucleocytoplasmic proteins,protein o-glcnac transferase
Barnase and barstar: two small proteins to fold and fit together,enzyme inhibitor
Evolutionary conservation of components of the protein translocation complex,sec61g
"Hyoscyamine 6beta-hydroxylase, a 2-oxoglutarate-dependent dioxygenase, in alkaloid-producing root cultures",hyoscyamine (6s)-dioxygenase
Obesity: a medical history,obesity
"Psychopathology in multiple sclerosis: diagnosis, prevalence and treatment",euphoria
Germline sequence variants of the LZTS1 gene are associated with prostate cancer risk.,lzts1
Pulmonary sarcoidosis: the 'Great Pretender',sarcoidosis
Efficient recombination in diverse tissues by a tamoxifen-inducible form of Cre: a tool for temporally regulated gene activation/inactivation in the mouse,floxing
Autosomal dominant familial spastic paraplegia is genetically heterogeneous and one locus maps to chromosome 14q,atlastin
Extending thymidine kinase activity to the catalytic repertoire of human deoxycytidine kinase,deoxycytidine kinase
Electrostatic modulation in steroid receptor recruitment of LXXLL and FXXLF motifs,retinoic acid receptor alpha
"ARH is a modular adaptor protein that interacts with the LDL receptor, clathrin, and AP-2",ap2b1
"Expression of cyclin D1, D3, E, and p27 in human renal cell carcinoma analysed by tissue microarray",psmd9
Mitogen-activated protein kinases regulate cytokine gene expression in human airway myocytes,interleukin 8
Immunotherapy with cat- and dog-dander extracts. V. Effects of 3 years of treatment,allergy to cats
The nuclear oncoprotein TLX1/HOX11 associates with pericentromeric satellite 2 DNA in leukemic T-cells,tlx1
Degradation of fumonisin B1 by the consecutive action of two bacterial enzymes,fumonisin b1 esterase
[Insulin oscillations\u2014clinically important rhythm. Antidiabetics should increase the pulsative component of the insulin release],insulin
Vitamin C and the common cold,xanthine oxidase
Hemozoin biocrystallization in Plasmodium falciparum and the antimalarial activity of crystallization inhibitors,chloroquine
A discrete Fourier analysis for evolutionary trees,models of dna evolution
Updating the sequence-based classification of glycosyl hydrolases,glycoside hydrolase family 16
Conserved catalytic machinery and the prediction of a common fold for several families of glycosyl hydrolases,glycoside hydrolase family 15
N-cadherin in adult rat cardiomyocytes in culture. II. Spatio-temporal appearance of proteins involved in cell-cell contact and communication. Formation of two distinct N-cadherin/catenin complexes,catenin alpha-1
A novel missense mutation (402C-->T) in exon 1 in the EDA gene in a family with X-linked hypohidrotic ectodermal dysplasia,ectodysplasin a
The nuclear envelope,telophase
"Anterior cruciate ligament injuries in female athletes: Part 2, a meta-analysis of neuromuscular interventions aimed at injury prevention",anterior cruciate ligament injury
Characterization of cDNA clones selected by the GeneMark analysis from size-fractionated cDNA libraries from human brain,myo5b
Methylparafynol--a new type hypnotic. Preliminary report on its therapeutic efficacy and toxicity,methylpentynol
Translation and validation of the Chinese ICD-11 International Trauma Questionnaire (ITQ) for the Assessment of Posttraumatic Stress Disorder (PTSD) and Complex PTSD (CPTSD),complex post-traumatic stress disorder
Enzymatic isomerization of D-xylose to D-xylulose,xylose isomerase
Current advances in proteomic analysis and its use for the resolution of poultry meat quality,actin
Transcriptional activities of the zinc finger protein Zac are differentially controlled by DNA binding,plagl1
hnRNP-G promotes exon 7 inclusion of survival motor neuron (SMN) via direct interaction with Htra2-beta1,rbmx
The basic helix-loop-helix-PAS protein MOP9 is a brain-specific heterodimeric partner of circadian and hypoxia factors,arntl
Metabolomics: current technologies and future trends,metabolomics
The history of doping and growth hormone abuse in sport,growth hormone
A small upstream open reading frame causes inhibition of human major vault protein expression from a ubiquitous mRNA splice variant,major vault protein
A family 8 glycoside hydrolase from Bacillus halodurans C-125 (BH2105) is a reducing end xylose-releasing exo-oligoxylanase,oligosaccharide reducing-end xylanase
Understanding and preventing noise-induced hearing loss,noise-induced hearing loss
Association of U2 snRNP with the spliceosomal complex E,u2 small nuclear rna auxiliary factor 1
Progress Toward Global Eradication of Dracunculiasis - January 2018-June 2019,dracunculus (nematode)
"Acupuncture in practice: mapping the providers, the patients and the settings in a national cross-sectional survey",acupuncture
Mechanisms of disease: the endocrinology of ectopic pregnancy,cilium
Leigh syndrome caused by mutations in the flavoprotein (Fp) subunit of succinate dehydrogenase (SDHA),sdha
Development and application of a phylogenomic toolkit: resolving the evolutionary history of Madagascar's lemurs,rbp3
Chaperoned protein disaggregation--the ClpB ring uses its central channel,endopeptidase clp
Focal cytoplasmic degradation,autophagy
The TNF receptor 1-associated protein TRADD signals cell death and NF-kappa B activation,tradd
BOD (Bcl-2-related ovarian death gene) is an ovarian BH3 domain-containing proapoptotic Bcl-2 protein capable of dimerization with diverse antiapoptotic Bcl-2 members,bcl2l2
BOD (Bcl-2-related ovarian death gene) is an ovarian BH3 domain-containing proapoptotic Bcl-2 protein capable of dimerization with diverse antiapoptotic Bcl-2 members,bcl2-like 1
Gene expression profiling in the human hypothalamus-pituitary-adrenal axis and full-length cDNA cloning,gabarap
MELK is not necessary for the proliferation of basal-like breast cancer cells,melk
Long-term culture of genome-stable bipotent stem cells from adult human liver,organoid
Twenty-seven nonoverlapping zinc finger cDNAs from human T cells map to nine different chromosomes with apparent clustering,znf43
Drugs which Induce Anxiety: Caffeine,panic disorder
Flavin dependent monooxygenases,4-hydroxyphenylacetate 3-monooxygenase
Stable histone deacetylase complexes distinguished by the presence of SANT domain proteins CoREST/kiaa0071 and Mta-L1,chd4
The role of energy availability in Mammalian hibernation: a cost-benefit approach,mammal
Individual differences in output variability as a function of job complexity,big five personality traits
Degradation of pyrimidine nucleotides by enzyme systems of Streptomyces. I. Ribose-5-phosphate formation from pyrimidine nucleotides,pyrimidine-5'-nucleotide nucleosidase
"CHIP is associated with Parkin, a gene responsible for familial Parkinson's disease, and enhances its ubiquitin ligase activity",stub1
The molecular dissection of Fc gamma receptor mediated phagocytosis,fc receptor
Oxidative metabolic pathway of lenvatinib mediated by aldehyde oxidase,lenvatinib
Inhibition of excess nodal signaling during mouse gastrulation by the transcriptional corepressor DRAP1,drap1
Nopp140 functions as a molecular link between the nucleolus and the coiled bodies,coilin
Cloning and expression of the defective genes from a patient with delta-aminolevulinate dehydratase porphyria,delta-aminolevulinic acid dehydratase
Synaphin: a protein associated with the docking/fusion complex in presynaptic terminals,cplx1
"Cloning, expression, and characterization of a novel UDP-galactose:beta-N-acetylglucosamine beta1,3-galactosyltransferase (beta3Gal-T5) responsible for synthesis of type 1 chain in colorectal and pancreatic epithelia and tumor cells derived therefrom",b3galt5
Presence of three distinct molecular species of Gi protein alpha subunit. Structure of rat cDNAs and human genomic DNAs,gnai3
"The 220-kD protein colocalizing with cadherins in non-epithelial cells is identical to ZO-1, a tight junction-associated protein in epithelial cells: cDNA cloning and immunoelectron microscopy",tight junction protein 1
An antibody that inhibits the binding of diphtheria toxin to cells revealed the association of a 27-kDa membrane protein with the diphtheria toxin receptor,cd9
"Isolation of a novel human lung-specific gene, LUNX, a potential molecular marker for detection of micrometastasis in non-small-cell lung cancer",plunc
Novel fatty acid beta-oxidation enzymes in rat liver mitochondria. I. Purification and properties of very-long-chain acyl-coenzyme A dehydrogenase,very-long-chain acyl-coa dehydrogenase
