Title,page_title
"Peroxisome proliferator-activated receptor gamma coactivator 1beta (PGC-1beta ), a novel PGC-1-related transcription coactivator associated with host cell factor.",ppargc1b
Identification of the phosphotyrosine proteome from thrombin activated platelets.,p2rx6
Tissue-specific N-terminal isoforms from overlapping alternate promoters of the human AE2 anion exchanger gene.,anion exchange protein 2
The LIFEdb database in 2006.,phpt1
The LIFEdb database in 2006.,sodium/bile acid cotransporter 7
Importin 13: a novel mediator of nuclear import and export,rbm8a
Diphtheria toxin binds to the epidermal growth factor (EGF)-like domain of human heparin-binding EGF-like growth factor/diphtheria toxin receptor and inhibits specifically its mitogenic activity,heparin-binding egf-like growth factor
Thrombopoietin and thrombin induce tyrosine phosphorylation of Vav in human blood platelets.,tyrosine kinase 2
Kerato-epithelin mutations in four 5q31-linked corneal dystrophies.,tgfbi
"Cellular functions of TC10, a Rho family GTPase: regulation of morphology, signal transduction and cell growth",rhoq
NVL2 Is a Nucleolar AAA-ATPase that Interacts with Ribosomal Protein L5 through Its Nucleolar Localization Sequence,nvl (gene)
Construction of expression-ready cDNA clones for KIAA genes: manual curation of 330 KIAA cDNA clones.,mlc1
The expression of the urinary forms of human luteinizing hormone beta fragment in various populations as assessed by a specific immunoradiometric assay,luteinizing hormone beta polypeptide
"The small GTPase Rab6B, a novel Rab6 subfamily member, is cell-type specifically expressed and localised to the Golgi apparatus.",mtg1
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",hsd17b7
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",manea
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",rassf9
Correlation between hypermethylation of the RASSF2A promoter and K-ras/BRAF mutations in microsatellite-stable colorectal cancers,rassf2
Phosphorylated human keratinocyte ornithine decarboxylase is preferentially associated with insoluble cellular proteins.,odc1
Ligand-dependent transcription activation by nuclear receptors requires the DRIP complex.,med17
"The type II transmembrane serine protease matriptase-2--identification, structural features, enzymology, expression pattern and potential roles",tmprss6
From PREDs and open reading frames to cDNA isolation: revisiting the human chromosome 21 transcription map.,son (gene)
Towards a proteome-scale map of the human protein-protein interaction network,pigh
Towards a proteome-scale map of the human protein-protein interaction network,rac3
Towards a proteome-scale map of the human protein-protein interaction network,serpinb9
Towards a proteome-scale map of the human protein\u2013protein interaction network,40s ribosomal protein s28
Distal truncation of KCC3 in non-French Canadian HMSN/ACC families.,slc12a6
Novel Munc13-4 mutations in children and young adult patients with haemophagocytic lymphohistiocytosis.,unc13d
A validated quantitative assay to detect occult micrometastases by reverse transcriptase-polymerase chain reaction of guanylyl cyclase C in patients with colorectal cancer.,guanylate cyclase 2c
A cardiac myosin light chain kinase regulates sarcomere assembly in the vertebrate heart,mylk
Preferential deimination of keratin K1 and filaggrin during the terminal differentiation of human epidermis,keratin 1
Association of the kinesin motor KIF1A with the multimodular protein liprin-alpha.,kif1a
Gene-specific characterization of human histone H2B by electron capture dissociation.,hist1h2bh
Differential association of products of alternative transcripts of the candidate tumor suppressor ING1 with the mSin3/HDAC1 transcriptional corepressor complex.,rbp1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",kbtbd10
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",neuropeptides b/w receptor 1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",prmt6
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",suv420h1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",tmprss6
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",kcng3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",slc6a20
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",hnrpul1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",adenosine 3'-phospho 5'-phosphosulfate transporter 1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",hint1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",hormad1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",ifna17
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",nfic (gene)
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",rfx3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",robo2
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",sbf2
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",smarcad1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",ubac1
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",zbtb40
The Nef protein of human immunodeficiency virus type 1 enhances serine phosphorylation of the viral matrix.,prkag2
Expression of tight junction proteins in epithelium including Ck20-positive M-like cells of human adenoids in vivo and in vitro.,keratin 20
ORP150 protects against hypoxia/ischemia-induced neuronal death,hyou1
"MICALs, a family of conserved flavoprotein oxidoreductases, function in plexin-mediated axonal repulsion",mical1
Functional properties of multiple synaptotagmins in brain.,syt4
Prognostic relevance of Wnt-inhibitory factor-1 (WIF1) and Dickkopf-3 (DKK3) promoter methylation in human breast cancer.,wif1
Purification and biochemical heterogeneity of the mammalian SWI-SNF complex.,smarcd1
Phosphorylation of SLP-76 by the ZAP-70 protein-tyrosine kinase is required for T-cell receptor function.,txk (gene)
"Suppression of tumorigenicity, but not anchorage independence, of human cancer cells by new candidate tumor suppressor gene CapG",macrophage-capping protein
"PIP kinase Igamma is the major PI(4,5)P(2) synthesizing enzyme at the synapse.",pip5k1c
Toward a catalog of human genes and proteins: sequencing and analysis of 500 novel complete protein coding human cDNAs.,utp15
The ubiquitin-interacting motif containing protein RAP80 interacts with BRCA1 and functions in DNA damage repair response.,uimc1
Cloning of a gene (RIG-G) associated with retinoic acid-induced differentiation of acute promyelocytic leukemia cells and representing a new member of a family of interferon-stimulated genes.,ifit3
Two new mutations in the keratin 4 gene causing oral white sponge nevus in Chinese family,keratin 4
Cloning and functional analysis of cDNAs with open reading frames for 300 previously undefined genes expressed in CD34+ hematopoietic stem/progenitor cells,ndufc1
"Elevated expression levels of NCOA3, TOP1, and TFAP2C in breast tumors as predictors of poor prognosis.",tfap2c
"Alterations of gastric homeoprotein expression in Helicobacter pylori infection, incisural antralisation, and intestinal metaplasia.",nkx6-1
"Unified nomenclature for Eph family receptors and their ligands, the ephrins. Eph Nomenclature Committee.",eph receptor b4
Physical and functional association of human protein O-mannosyltransferases 1 and 2,pomt2
A probability-based approach for high-throughput protein phosphorylation analysis and site localization,snx3
Proteomic and bioinformatic characterization of the biogenesis and function of melanosomes,calumenin
A structural framework for deciphering the link between I-Ag7 and autoimmune diabetes,clip2
The divergent 5' termini of the alpha human folate receptor (hFR) mRNAs originate from two tissue-specific promoters and alternative splicing: characterization of the alpha hFR gene structure,folate receptor 1
Cloning of a complete protein-coding sequence of human platelet-type phosphofructokinase isozyme from pancreatic islet,pfkp
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",rab11fip2
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",sperm-associated antigen 5
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",stk38
Twin genes and endocrine disease: CYP21 and CYP11B genes,aldosterone synthase
"Generation and analysis of 280,000 human expressed sequence tags",uqcrc1
Genomic organization of human fetal specific P-450IIIA7 (cytochrome P-450HFLa)-related gene(s) and interaction of transcriptional regulatory factor with its DNA element in the 5' flanking region,thromboxane-a synthase
"Identification of Mrj, a DnaJ/Hsp40 family protein, as a keratin 8/18 filament regulatory protein",dnajb6
HIV-1 Tat reprograms immature dendritic cells to express chemoattractants for activated T cells and macrophages,ppm1f
Diversification of transcriptional modulation: Large-scale identification and characterization of putative alternative promoters of human genes,ikzf4
Characterization and expression of calpain 10. A novel ubiquitous calpain with nuclear localization,capn10
Gap-junctional communication in normal and neoplastic prostate epithelial cells and its regulation by cAMP,gja5
Serum amyloid A protein induces production of matrix metalloproteinases by human synovial fibroblasts,saa2
The DNA sequence and analysis of human chromosome 6,hist1h4i
The DNA sequence and analysis of human chromosome 6,stk38
Legumain expression in relation to clinicopathologic and biological variables in colorectal cancer,lgmn
Neuroblastoma oligo-capping cDNA project: toward the understanding of the genesis and biology of neuroblastoma,ncoa7
Molecular cloning and analysis of the 5'-flanking region of the human thiamin pyrophosphokinase gene,tpk1
"Complete sequencing and characterization of 21,243 full-length human cDNAs",rdh8
A Genome-Wide Linkage Scan for Cleft Lip and Cleft Palate Identifies a Novel Locus on 8p11-23,bag4
Allelic variation of the FRMD7 gene in congenital idiopathic nystagmus,frmd7
The role of apoptosis in the ameliorating effects of a CDR1-based peptide on lupus manifestations in a mouse model,cdr1 (gene)
Identification of phosphoproteins and their phosphorylation sites in the WEHI-231 B lymphoma cell line,rplp0
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",kcnj8
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",chrnb3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",cnksr2
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",ttc3
Construction and characterization of a full length-enriched and a 5'-end-enriched cDNA library,rtn3
SMAC negatively regulates the anti-apoptotic activity of melanoma inhibitor of apoptosis (ML-IAP),birc7
Animal plasma membrane energization by proton-motive V-ATPases,atp6v0e1
Analysis of cDNA clones specific for human T cells and the alpha and beta chains of the T-cell receptor heterodimer from a human T-cell line,tra (gene)
The Eph family receptors and ligands,ephrin a5
'Raccoon eyes' (periorbital haematoma) as a sign of skull base fracture,raccoon eyes
"Passiflora tarminiana, a new cultivated species of Passiflora subgenus Tacsonia (Passifloraceae).",passiflora tarminiana
Open Box,realms of magic
Stellar parameters of nearby cool stars. II. Physical properties of ~1000 cool stars from the SPOCS catalog,coma berenices
Modern Spiritualism. A History and a Criticism,history of pseudoscience
Interview with Rolling Stone,izzy stradlin
Ets and retroviruses - transduction and activation of members of the Ets oncogene family in viral oncogenesis,ets transcription factor family
Nucleolar proteome dynamics,ascc3l1
"A ""double adaptor"" method for improved shotgun library construction",arf1
Interaction of the molecular chaperone Hsp70 with human NAD(P)H:quinone oxidoreductase 1.,dnajb1
Isolation of galactosyltransferase from human milk and the determination of its N-terminal amino acid sequence,b4galt1
"The 21q22.1 STS marker, VN02 (EST00541 cDNA), is part of the 3' sequence of the human Na+/myo-inositol cotransporter (SLC5A3) gene.",sodium/myo-inositol cotransporter
"The MutT proteins or ""Nudix"" hydrolases, a family of versatile, widely distributed, ""housecleaning"" enzymes.",nudt2
Normalization and subtraction: two approaches to facilitate gene discovery,ephb6
Normalization and subtraction: two approaches to facilitate gene discovery.,abcb9
Normalization and subtraction: two approaches to facilitate gene discovery.,fgf17
Stoichiometry of human recombinant neuronal nicotinic receptors containing the b3 subunit expressed in Xenopus oocytes,chrnb4
GEF what? Dock180 and related proteins help Rac to polarize cells in new ways,dhr1 domain
A component of the multisynthetase complex is a multifunctional aminoacyl-tRNA synthetase,eprs
"Pharmacogenetics of human carboxylesterase 2, an enzyme involved in the activation of irinotecan into SN-38.",carboxylesterase 2
"The Secreted Protein Discovery Initiative (SPDI), a Large-Scale Effort to Identify Novel Human Secreted and Transmembrane Proteins: A Bioinformatics Assessment",b4galt4
A genome annotation-driven approach to cloning the human ORFeome.,derlin-3
Induction of apoptosis in tumor cells by siRNA-mediated silencing of the livin/ML-IAP/KIAP gene,birc7
Purification of CpG islands using a methylated DNA binding column,sdpr
Deubiquitinating enzymes: a new class of biological regulators,usp9y
A radiation hybrid map of complement factor H and factor H-related genes,cfhr2
"Human keratinocytes express EMMPRIN, an extracellular matrix metalloproteinase inducer",basigin
"Genomic cloning, physical mapping, and expression of human type 2 cystatin genes",cst4
Multidrug resistance mediated by the breast cancer resistance protein BCRP (ABCG2),abcg2
Interaction of Sedlin with chloride intracellular channel proteins,clic2
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",flrt3
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",dlgap5
"A KH domain RNA binding protein, KSRP, promotes ARE-directed mRNA turnover by recruiting the degradation machinery.",exosome component 3
Tight junction proteins.,cldn9
Complete sequence of the 43-kb human ribosomal DNA repeat: analysis of the intergenic spacer.,rnr4
A conserved C-terminal domain in PBX increases DNA binding by the PBX homeodomain and is not a primary site of contact for the YPWM motif of HOXA1,pknox1
Pantophysin is a ubiquitously expressed synaptophysin homologue and defines constitutive transport vesicles.,sypl1
"Distribution of basement membrane proteins in normal and fibrotic human liver: collagen type IV, laminin, and fibronectin.","collagen, type iv, alpha 3"
DNA cloning using in vitro site-specific recombination,tdrd3
"1,8-disubstituted xanthine derivatives: synthesis of potent A2B-selective adenosine receptor antagonists.",adenosine a2b receptor
"On the specificity of carboxypeptidase N, a comparative study.",cpn1
cDNA encoding the human homologue of rat ribosomal protein L35a,60s ribosomal protein l35a
"Comparison of mRNA expression of two regulators of G-protein signaling, RGS1/BL34/1R20 and RGS2/G0S8, in cultured human blood mononuclear cells.",rgs1
A heterodimeric complex that promotes the assembly of mammalian 20S proteasomes.,psmg1
Calmegin is required for fertilin alpha/beta heterodimerization and sperm fertility,calmegin
Cooperation of Cdc42 small G protein-activating and actin filament-binding activities of frabin in microspike formation,fgd4
Crystal structure of the catalytic domain of human MAP kinase phosphatase 5: structural insight into constitutively active phosphatase.,dusp10
Gene expression profile of human bone marrow stromal cells: high-throughput expressed sequence tag sequencing analysis,b4galt5
Genetic linkage of Bietti crystallin corneoretinal dystrophy to chromosome 4q35.,cyp4v2
"The Tek/Tie2 receptor signals through a novel Dok-related docking protein, Dok-R.",dok2
"Functional proteolytic complexes of the human mitochondrial ATP-dependent protease, hClpXP",atp-dependent clp protease proteolytic subunit
A novel mutation of the doublecortin gene in Japanese patients with X-linked lissencephaly and subcortical band heterotopia.,doublecortin
Prediction of the coding sequences of unidentified human genes. XIV. The complete sequences of 100 new cDNA clones from brain which code for large proteins in vitro.,erc1
The BARD1-CstF-50 interaction links mRNA 3' end formation to DNA damage and tumor suppression,cstf2
Cell-surface processing of pro-ADAMTS9 by furin.,adamts9
The calcium-independent receptor for alpha-latrotoxin from human and rodent brains interacts with members of the ProSAP/SSTRIP/Shank family of multidomain proteins.,brain-specific angiogenesis inhibitor 2
Expression of Dickkopf genes is strongly reduced in malignant melanoma,dkk3
Complete exon-intron organization and chromosomal location of the gene for mouse type XIII collagen (col13a1) and comparison with its human homologue.,"collagen, type xiii, alpha 1"
Neuronal nicotinic receptor alpha 6 subunit mRNA is selectively concentrated in catecholaminergic nuclei of the rat brain,chrna6
Analysis of a high-throughput yeast two-hybrid system and its use to predict the function of intracellular proteins encoded within the human MHC class III region.,atp5g3
FAST is a BCL-X(L)-associated mitochondrial protein,fastk
The human olfactory receptor gene family.,or7a17
"Renal magnesium wasting, incomplete tubular acidosis, hypercalciuria and nephrocalcinosis in siblings",cldn16
Oligo-capping: a simple method to replace the cap structure of eukaryotic mRNAs with oligoribonucleotides.,kdelr3
The LIFEdb database in 2006.,map11
Extensive splice variation and localization of the EHK-1 receptor tyrosine kinase in adult human brain and glial tumors.,eph receptor a5
The DNA sequence and analysis of human chromosome 6.,dcdc2
Prediction of the coding sequences of unidentified human genes. XXI. The complete sequences of 60 new cDNA clones from brain which code for large proteins.,tubgcp5
Molecular dissection of actopaxin-integrin-linked kinase-Paxillin interactions and their role in subcellular localization.,parva
The CENP-H-I complex is required for the efficient incorporation of newly synthesized CENP-A into centromeres.,cenpn
An amino acid change in novel protein D123 is responsible for temperature-sensitive G1-phase arrest in a mutant of rat fibroblast line 3Y1.,cdc123
Identifying and quantifying in vivo methylation sites by heavy methyl SILAC.,atxn2l
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",clasp2
Comparative mapping of the human 22q11 chromosomal region and the orthologous region in mice reveals complex changes in gene organization.,atp6v1e1
Regulation of the human biotin transporter hSMVT promoter by KLF-4 and AP-2: confirmation of promoter activity in vivo,sodium-dependent multivitamin transporter
"Catalog of 680 variations among eight cytochrome p450 ( CYP) genes, nine esterase genes, and two other genes in the Japanese population",cyp7b1
"Sequential action of Ets-1 and Sp1 in the activation of the human beta-1,4-galactosyltransferase V gene involved in abnormal glycosylation characteristic of cancer cells",b4galt5
Functional interaction of Jun and homeodomain proteins,en1 (gene)
A tripartite nuclear localization signal in the PDZ-domain protein L-periaxin.,prx (gene)
"HIV-1 envelope protein gp41 modulates expression of interleukin-10 and chemokine receptors on monocytes, astrocytes and neurones.",adcy6
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",fcn3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",cyp3a43
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",adh4
An interferon-gamma ELISPOT and immunohistochemical investigation of cytotoxic T lymphocyte-mediated tumour immunity in patients with paraneoplastic cerebellar degeneration and anti-Yo antibodies.,cdr2 (gene)
Construction and characterization of a full length-enriched and a 5'-end-enriched cDNA library,coronin
SMG7 acts as a molecular link between mRNA surveillance and mRNA decay,smg7
Analysis of a truncated form of cathepsin H in human prostate tumor cells.,cathepsin h
"Drosophila double parked: a conserved, essential replication protein that colocalizes with the origin recognition complex and links DNA replication with mitosis and the down-regulation of S phase transcripts.",dna replication factor cdt1
Structure and evolution of mammalian ribosomal proteins.,40s ribosomal protein s26
Proteolytic activation of ETK/Bmx tyrosine kinase by caspases,bmx (gene)
CYP2A6 genetic variation and potential consequences,cyp2a6
Mass spectrometric analysis of the human 40S ribosomal subunit: native and HCV IRES-bound complexes.,40s ribosomal protein s13
"Repression of promoter activity by CNOT2, a subunit of the transcription regulatory Ccr4-not complex.",cnot2
Human Dcp2: a catalytically active mRNA decapping enzyme located in specific cytoplasmic structures.,dcp2
Mutations in each of the five subunits of translation initiation factor eIF2B can cause leukoencephalopathy with vanishing white matter.,eif2b3
"Domains in human splicing factors SF3a60 and SF3a66 required for binding to SF3a120, assembly of the 17S U2 snRNP, and prespliceosome formation",sf3a3
New developments in the genetics and activation of mast cell proteases.,tpsb2
"Mutations in MITF and PAX3 Cause ""Splashed White"" and Other White Spotting Phenotypes in Horses",splashed white
Documentation of a Rare Tornadic Left-Moving Supercell,anticyclonic tornado
A Battle of Uncertain Outcome in the Second Samnite War,timeline of ancient history
The music of rage,nine inch nails
The human histone gene cluster at the D6S105 locus,histone h2b type 1-c
Two proteins that form a complex are required for 7-methylguanosine modification of yeast tRNA.,mettl1
Characterization of the human ABC superfamily: isolation and mapping of 21 new genes using the expressed sequence tags database.,abca9
"Mutations in CUBN, encoding the intrinsic factor-vitamin B12 receptor, cubilin, cause hereditary megaloblastic anaemia 1.",cubilin
Surgical ventricular restoration in the treatment of congestive heart failure due to post-infarction ventricular dilation,management of heart failure
Linkage between the variegate porphyria (VP) and the alpha-1-antitrypsin (PI) genes on human chromosome 14,variegate porphyria
Normalization and subtraction: two approaches to facilitate gene discovery,ing3
Normalization and subtraction: two approaches to facilitate gene discovery.,kiaa0430
Effect of an NK1/NK2 receptor antagonist on airway responses and inflammation to allergen in asthma,tachykinin peptides
Isolation and characterization of the mouse thrombospondin 3 (Thbs3) gene,thrombospondin 3
Integrins as Herpersvirus Receptors and Mediators of the Host Signalosome,kaposi's sarcoma-associated herpesvirus
Human Gas7 isoforms homologous to mouse transcripts differentially induce neurite outgrowth,gas7
Structure of the GM2A gene: identification of an exon 2 nonsense mutation and a naturally occurring transcript with an in-frame deletion of exon 2,gm2a
Reactive-site specificity of human kallistatin toward tissue kallikrein probed by site-directed mutagenesis,kallistatin
Protein kinase C beta2-dependent phosphorylation of core 2 GlcNAc-T promotes leukocyte-endothelial cell adhesion: a mechanism underlying capillary occlusion in diabetic retinopathy.,gcnt1
Apolipoprotein CIISt. Michael. Familial apolipoprotein CII deficiency associated with premature vascular disease,apolipoprotein c2
Frequency and nature of cytokine gene polymorphisms in type 1 autoimmune hepatitis,hla a1-b8-dr3-dq2
Characterization of a breast cancer cell differentiation factor that specifically activates the HER4/p180erbB4 receptor,erbb3
"Expression, purification, and inhibitory properties of human proteinase inhibitor",trypsin 1
Cloning and sequencing of the cDNA encoding human glutaredoxin.,glrx
Akt2 negatively regulates assembly of the POSH-MLK-JNK signaling complex.,map3k9
Spectrum of centrosome autoantibodies in childhood varicella and post-varicella acute cerebellar ataxia,ninein
Members of the alpha-amylase inhibitors family from wheat endosperm are major allergens associated with baker's asthma,gluten immunochemistry
Sequence variations in the retinal fascin FSCN2 gene in a Spanish population with autosomal dominant retinitis pigmentosa or macular degeneration.,fscn2
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",ceramide synthase 1
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",galnt1
Glycosylation of the receptor guanylate cyclase C: role in ligand binding and catalytic activity.,guanylate cyclase 2c
Arylsulfatase A pseudodeficiency: loss of a polyadenylylation signal and N-glycosylation site,arylsulfatase a
Developmental biology of uterine glands,uterine gland
Recruitment of Pyk2 and Cbl to lipid rafts mediates signals important for actin reorganization in growing neurites.,flot1
The contribution of HLA class I and II alleles and haplotypes to the investigation of the evolutionary history of Tunisians,hla-a69
Dual origins of the Japanese: common ground for hunter-gatherer and farmer Y chromosomes,haplogroup g (y-dna) by country
SAPHO syndrome: a long-term follow-up study of 120 cases,hyperostosis
Critical amino acid residues in transmembrane domain 1 of the human organic anion transporter hOAT1,organic anion transporter 1
"Encephalomyelitis due to infection with herpesvirus simiae (herpes B virus): a report of two fatal, laboratory acquired cases",macacine alphaherpesvirus 1
Single nucleotide polymorphism of TAG-1 influences IVIg responsiveness of Japanese patients with CIDP,clec10a
Sarcosine in prostate cancer tissue is not a differential metabolite for prostate cancer aggressiveness and biochemical progression,sarcosine dehydrogenase
The ZP domain is a conserved module for polymerization of extracellular proteins,zona pellucida-like domain
"Characterization of the secreted, native gp120 and gp160 of the human immunodeficiency virus type 1.",fut8
"Changes in serum cartilage oligomeric matrix protein (COMP), plasma CPK and plasma hs-CRP in relation to running distance in a marathon (42.195 km) and an ultra-marathon (200 km) race.",ckm (gene)
The sorbin homology domain: a motif for the targeting of proteins to lipid rafts.,flot1
Protein kinase A phosphorylates retinal phosducin on serine 73 in situ,phosducin
hLodestar/HuF2 interacts with CDC5L and is involved in pre-mRNA splicing,pdcd6ip
A specific clinical pattern of camptocormia in Parkinson's disease,signs and symptoms of parkinson's disease
Impact of a trimodal prehabilitation program on functional recovery after colorectal cancer surgery: a pilot study,prehabilitation
G6b-B cell surface inhibitory receptor expression is highly restricted to CD4+ T-cells and induced by interleukin-4-activated STAT6 pathway,g6b
Clustering of two fragile sites and seven homeobox genes in human chromosome region 2q31\u2192q32.1,hoxd11
One hundred new species of lichenized fungi: a signature of undiscovered global diversity,hypotrachyna parasinuosa
Functional relationship between LHX4 and POU1F1 in light of the LHX4 mutation identified in patients with pituitary defects,lhx4
An endogenous inhibitor of human immunodeficiency virus in human lymphocytes is overcome by the viral Vif protein,psmb5
Oligo-capping: a simple method to replace the cap structure of eukaryotic mRNAs with oligoribonucleotides.,lpar6
Characterization of the interaction between protein 4.1R and ZO-2. A possible link between the tight junction and the actin cytoskeleton,tight junction protein 2
Chronic depersonalization following illicit drug use: a controlled analysis of 40 cases,depersonalization disorder
Synthesis in E. coli of a polypeptide with human leukocyte interferon activity,interferon alfa-2b
Nylon-oligomer degrading enzyme/substrate complex: catalytic mechanism of 6-aminohexanoate-dimer hydrolase,nylon-eating bacteria
Seizures following the withdrawal of alprazolam,nonbenzodiazepine
"Global, in vivo, and site-specific phosphorylation dynamics in signaling networks",ceramide synthase 2
Receptor specificity of the fibroblast growth factor family,fgf8
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",chodl
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",wnk4
Neuropathologic features of amnestic mild cognitive impairment,mild cognitive impairment
Different antioxidant profiles in Italian centenarians: the Sardinian peculiarity,research into centenarians
Detection of sequence variants in the gene encoding the beta 3 chain of laminin 5 (LAMB3),"laminin, beta 3"
"Mutations in the molybdenum cofactor biosynthetic genes MOCS1, MOCS2, and GEPH",mocs3
"Mycobacterium pseudoshottsii sp. nov., a slowly growing chromogenic species isolated from Chesapeake Bay striped bass (Morone saxatilis)",mycobacterium pseudoshottsii
Nonsyndromic X-linked mental retardation: where are the missing mutations?,ftsj1
"Personalized smoking cessation: interactions between nicotine dose, dependence and quit-success genotype score.",aldehyde oxidase 1
Towards a proteome-scale map of the human protein-protein interaction network,ap3s2
Earliest evidence for cheese making in the sixth millennium bc in northern Europe,history of cheese
Serine 19 of human 6-pyruvoyltetrahydropterin synthase is phosphorylated by cGMP protein kinase II,pts (gene)
The effects of the anti-hepcidin Spiegelmer NOX-H94 on inflammation-induced anemia in cynomolgus monkeys,noxxon pharma
Follistatin binds to both activin and inhibin through the common subunit,inha
Ku80 binds to human replication origins prior to the assembly of the ORC complex,orc6
The regulation of HIV-1 transcription: molecular targets for chemotherapeutic intervention.,rna polymerase ii subunit b4
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences.",c21orf59
A synergy control motif within the attenuator domain of CCAAT/enhancer-binding protein alpha inhibits transcriptional synergy through its PIASy-enhanced modification by SUMO-1 or SUMO-3,pias4
5-fluorouracil activation of p53 involves an MDM2-ribosomal protein interaction,mrpl11
