Title,page_title
Checklist of Chelonians of the World,elseya branderhorsti
"LOCAL GOVERNMENT ACT, 1934: SECTION 7: AMALGAMATION OF THE DISTRICT COUNCIL OF BLYTH AND THE DISTRICT COUNCIL OF SNOWTOWN",district council of blyth
The Earliest Jain Sculptures in K\u0101thi\u0101w\u0101r,dhank caves
"The Markets for Scottish Linen, 1730\u20131775",history of scotland
The Abolition of the Guilds during the French Revolution,french revolution
Rulers of the Ruhr: Leadership and Authority in German Big Business before 1914,welfare state
"Reviewed work: Even Mississippi, Melany Neilson",central holmes christian school
An Experimental Investigation of Age Discrimination in the,employment discrimination
"Status, Religion, and the ""Belief in a Just World"": Comparing African Americans, Latinos, and Whites",just-world hypothesis
Cosmological experiments in condensed matter systems\n,kibble–zurek mechanism
Estimating the age of the common ancestor of men from the ZFY intron,y-chromosomal adam
The neutral theory of biodiversity and biogeography and Stephen Jay Gould,unified neutral theory of biodiversity
Production and Properties of the Linamarase and Amygdalase Activities of Penicillium aurantiogriseum P35,amygdalin beta-glucosidase
Nondestructive evaluation of anthocyanins in olive (Olea europaea) fruits by in situ chlorophyll fluorescence spectroscopy,anthocyanin
The mismeasure of machine: Synthetic biology and the trouble with engineering metaphors.,maarten boudry
Borate minerals. I. Polyhedral clusters and fundamental building blocks,frank hawthorne
The R136 star cluster hosts several stars whose individual masses greatly exceed the accepted 150 M\u2299 stellar mass limit,ngc 3603
Does managed care need to be replaced?,paul m. ellwood jr.
The Anarchism of Robert Paul Wolff,robert paul wolff
User Vulnerability and its Reduction on a Social Networking Site,social media mining
Stein's method and zero bias transformation for CDO tranche pricing,zero bias transform
Genome Sequence of a Novel Member of the Genus Psychrobacter Isolated from Antarctic Soil,psychrobacter
"Second Metropolis: Pragmatic Pluralism in Gilded Age Chicago, Silver Age Moscow, and Meiji Osaka (review)",blair aldridge ruble
Phylogenetic relationships of the mockingbirds and thrashers (Aves: Mimidae),long-billed thrasher
Human health risk assessment of air emissions from development of unconventional natural gas resources,hydraulic fracturing
The Political Classroom: Evidence and Ethics in Democratic Education (Diana Hess & Paula McAvoy),the political classroom
Testing the link between terrestrial climate change and galactic spiral arm transit,milky way
On some genera and species of South-American Aviculariidae,brachypelma albiceps
Rev. of Official Knowledge (3rd ed.) by Michael Apple,official knowledge
Private view: Biennale in transito,35th venice biennale
Washington's U Street: A Biography,blair aldridge ruble
Colostrum and its benefits: A review,milk
"1I/\u02bbOumuamua is Hot: Imaging, Spectroscopy and Search of Meteor Activity",ʻoumuamua
Pythons in Burma: Short-tailed python (Reptilia: Squamata),python (genus)
Billboard Brasil Hot Pop & Popular,list of number-one pop hits of 2011 (brazil)
Billboard Brasil Hot 100 Airplay,we can't stop
"Colonial Geographies, Imperial Romances: Travels in Japan with Ellen Churchill Semple and Fannie Caldwell Macaulay",ellen churchill semple
The Law-Free Zone and Back Again,janet cooper alexander
An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG IV,ceratophyllum
The Impeachment of Bishop Despenser,henry despenser
Direct CP Violating Asymmetry in B0\u2192K+\u03c0\u2212 Decays,neutral particle oscillation
Game Reviews,traveller (role-playing game)
Sixteen Letters to Agoranomi from Late First Century Oxyrhynchus,papyrus oxyrhynchus 581
Revolutionary physics in reactionary Argentina,dimensional regularization
Diversity and evolution of male secondary sexual characters in African squeakers and long-fingered frogs,cardioglossa melanogaster
Inflationary Predictions for Scalar and Tensor Fluctuations Reconsidered,inflation (cosmology)
Is ADHD diagnosed in accord with diagnostic criteria? Overdiagnosis and influence of client gender on diagnosis,diagnostic and statistical manual of mental disorders
Exposure to Television as a Risk Factor for Violence,brandon centerwall
"Molecular systematics, character evolution, and pollen morphology of Cistus and Halimium (Cistaceae)",cistus pouzolzii
On the massive stellar population of the super star cluster Westerlund 1,westerlund 1
Home is where the video is; 'America's Funniest Home Videos' is one of TV's most successful reality shows,america's funniest home videos
Photon capture and signalling by melanopsin retinal ganglion cells,intrinsically photosensitive retinal ganglion cells
"Rediscovery and taxonomic status of Hyla splendens Schmidt, 1857 (Anura: Hylidae)",gastrotheca splendens
Sufism and Yoga according to Muhammad Ghawth,muhammad ghawth
Replacing Conventional Carbon Nucleophiles with Electrophiles: Nickel-Catalyzed Reductive Alkylation of Aryl Bromides and Chlorides,nickel(ii) precatalysts
"Sahel rainfall and worldwide sea temperatures, 1901\u221285",sahel drought
"Workplace Sexual Abuse, Labor and the #MeToo Movement",me too movement
A study of weight transmission through the cervical and upper thoracic regions of the vertebral column in man,gaya prasad pal
Preliminary Notices of Deep-Sea Fishes collected during the Voyange of H.M.S. 'Challenger',bony-eared assfish
Proliferation of Cars in Indian Cities: Let Us Not Ape the West,transport in india
"The Appointment, Tenure and Removal of Territorial Judges: Arizona-A Case Study",c. g. w. french
Early Tertiary paleo-thermal effects in Northern England: reconciling results from apatite fission track analysis with geological evidence,geology of the lake district
Berkshire Charters,dry sandford
Civil Disobedience 1930\u201331,abdul ghaffar khan
"Syntheses of alkylphenanthrenes. Part I. 1-, 2-, 3-, and 4-Methylphenanthrenes",friedel–crafts reaction
"Jensen on ""Jensenism""",jensenism
The beginnings of the Sargasso assemblage in the Tethys?,atlantic ocean
A cognitive neuroscience perspective on psychopathy: evidence for paralimbic system dysfunction,neuromorality
"Book Review: Lab Coats in Hollywood: Science, Scientists, and Cinema",david a. kirby
Starvation of Cabbage Looper Moths (Lepidoptera: Noctuidae) Increases Attraction to Male Pheromone,cabbage looper
Computers in Medical Data Processing,robert ledley
First aid normobaric oxygen for the treatment of recreational diving injuries.,first aid
Rotationally resolved spectroscopy of dwarf planet (136472) Makemake,makemake
"\u1f38\u03bf\u03c5\u03b4\u03b1\u1fd6\u03bf\u03b9 of the Apocrypha: A Fresh Approach to the Gospels of James, Pseudo-Thomas, Peter and Nicodemus",gospel of james
New views on the megaclassification of life,taxonomic rank
Todd R. Risley (1937-2007).,todd risley
Lepidoptera (Insecta) of polar deserts,gynaephora groenlandica
"Invasion of Pontoscolex corethrurus (Glossoscolecidae, Oligochaeta) in landscapes of the Amazonian deforestation arc",pontoscolex
Gene Flow Among Geographically Diverse Housefly Populations (Musca domestica L.): A Worldwide Survey of Mitochondrial Diversity,fly
"Cultural Displacement: Is the GLBT Community Gentrifying African American Neighborhoods in Washington, D.C.?",gentrification
On the Relative Motion of the Earth and the Luminiferous Ether,history of the periodic table
Stretch your limits,jessamyn stanley
Legitimacy of the Malays as the Sons of the Soil,malay peninsula
"Impact of gonadotropin supplementation on the expression of germ cell marker genes (MATER, ZAR1, GDF9, and BMP15) during in vitro maturation of buffalo (Bubalus bubalis) oocyte",g. taru sharma
Stance and gait in the flesh-eating Tyrannosaurus,tyrannosaurus
Conversion of GISP2-based sediment core age models to the GICC05 extended chronology,bond event
Beyond E-Prime,e-prime
Is it necessary to assume an apartheid-like social structure in Early Anglo-Saxon England?,history of anglo-saxon england
"Saucer-shaped intrusions: Occurrences, emplacement and implications",sill (geology)
"Jos. Montferrand, de la l\xe9gende \xe0 la r\xe9alit\xe9",joseph montferrand
Archaeophytes in Britain,archaeophyte
Expression of Osteogenic Molecules in the Caudate Nucleus and Gray Matter and Their Potential Relevance for Basal Ganglia Calcification in Hypoparathyroidism,ravinder goswami
A modular construction of unramified p-extensions of (μp),herbrand–ribet theorem
Poe's little-known science book reprinted,poetry
A Higher Level Classification of All Living Organisms,protozoa
"Studies on acidity, activity and coke deactivation of ZSM-5 during n-heptane aromatization",t. s. r. prasada rao
"Phylogeny of tribe Rhinantheae (Orobanchaceae) with a focus on biogeography, cytology and re-examination of generic concepts",bartsia
\xdcber das Gravitationsfeld eines Massenpunktes nach der Einsteinschen Theorie,black hole
The North Korean standard of living during the famine,north korean famine
"A Modular, Air-Stable Nickel Precatalyst",nickel(ii) precatalysts
"At the Turn of a Screw: William Sellers, the Franklin Institute, and a Standard American Thread",sellers family
Charles Sutherland Elton. 29 March 1900 \u2013 1 May 1991,charles sutherland elton
Optimized and Validated HPLC Methods for Compendial Quality Assessment. III. Testing of Optical Purity Applying 1-Acid-Glycoprotein Stationary Phase,verification and validation
Evidence for glaciation in the Northern Hemisphere back to 44 Ma from ice-rafted debris in the Greenland Sea,glacial erratic
Pacific Crest National Scenic Trail Route Selection,oregon skyline trail
Dusk til Dawn: Madeleine Madden,madeleine madden
Indie Album Reviews: ATOMIC OPERA,atomic opera
Palynomorphs from a sediment core reveal a sudden remarkably warm Antarctica during the middle Miocene,rosemary askin
"A new species of Stenobiella Tillyard (Neuroptera, Berothidae) from Australia",berothidae
Die Rotverschiebung von extragalaktischen Nebeln,modified newtonian dynamics
"High Myopia Caused by a Mutation in LEPREL1, Encoding Prolyl 3-Hydroxylase 2",ohad birk
"Gain-of-function mutant of angiotensin II receptor, type 1A, causes hypertension and cardiovascular fibrosis in mice",pierre corvol
"Finger millet bran supplementation alleviates obesity-induced oxidative stress, inflammation and gut microbial derangements in high-fat diet-fed mice",eleusine coracana
"Oligomeric proanthocyanidin complexes: history, structure, and phytopharmaceutical applications",a-type proanthocyanidin
Synthesis and biological evaluation of bilobol and adipostatin A,ginkgo biloba
"Revolt in the Mountains: Fuzail Maksum and the Occupation of Garm, Spring 1929","kalanak, tajikistan"
"Signatures of founder effects, admixture, and selection in the Ashkenazi Jewish population",haplogroup r1a
"On Grotius's Mare liberum and Vitoria's de indis, following Agamben and Schmitt",hugo grotius
The point of no return in vetoing self-initiated movements,neuroscience of free will
"Wilkes, Liberty, and Number 45\n",john wilkes
A propagating ATPase gradient drives transport of surface-confined cellular cargo,plasmid partition system
(unknown),paternoster row
130Te neutrinoless double-beta decay with CUORICINO,cuore
A massively parallel sequencing approach uncovers ancient origins and high genetic variability of endangered Przewalski's horses,przewalski's horse
"Chinese Science Bulletin 2012, Vol. 57 DOI: 10.1007/s11434-012-5486-3",upper-atmospheric lightning
Comparing Conceptions of Social Ontology: Emergent Social Entities and/or Institutional Facts?,tony lawson
"Davies, Alan Roger, (born 6 March 1966), comedian, actor and presenter",alan davies
How important is the choice of the nutrient profile model used to regulate broadcast advertising of foods to children? A comparison using a targeted data set,nutrient profiling
"Ima Hogg and the Historic Preservation Movement in Texas, 1950\u20131975",dolph briscoe center for american history
Interview with G. Sankara Kurup,g. sankara kurup
Laser coloration of titanium films: New development for jewelry and decoration,stainless steel
New Beamlines Dedicated At Argonne,janet l. smith
Presents of the past: revisiting the 1980 Venice Biennale {9 article anthology},39th venice biennale
"Taphonomy of Middle Pennsylvanian Mazon Creek area fossil localities, northeast Illinois: Significance of exceptional fossil preservation in syngenetic concretions",tullimonstrum
The Burmese ways to socialism,1962 rangoon university protests
The Koch Bros. and Corporate Welfare,mary r. koch
"What Is the ""Calc-alkaline Rock Series""?",calc-alkaline magma series
The Burakumin: The Complicity of Japanese Buddhism in Oppression and an Opportunity for Liberation,burakumin
Dr. Bablu Bhattacharyya: A Journey of Four Decades with Tubulin,dulal panda
Late Cretaceous mafic dykes in the Dharwar craton (full text),sethunathasarma krishnaswami
Proclamation by His Excellency Sir WILLIAM FRANCIS DRUMMOND JERYOIS,"snowtown, south australia"
"Proclamations\u2014Districts Councils Act of 1887\u2014Districts, councillors, and auditors appointed under",district council of snowtown
AC/DC: The Big Chill,black ice (album)
De la Historia de la Historia de Espa\xf1a...y de los historiadores,mary nash (historian)
Le missioni dello Special Operations Executive e la Resistenza italiana,special operations executive
Life in Hebron's cage of security,baruch goldstein
Furosemide does not improve renal recovery after hemofiltration for acute renal failure in critically ill patients: a double blind randomized controlled trial,peter van der voort
Anxiety Disorders in Later Life: Differentiated Diagnosis and Treatment Strategies,anxiety disorder
"Predation, group size and mortality in a cooperative mongoose, Suricata suricatta",allee effect
Bacterial methionine biosynthesis,methionine
The Use of Air Displacement Plethysmography in Children and Adolescents with Cystic Fibrosis,claire wainwright
Working without a blindfold: The critical role of diagnostics in malaria control,malaria
Effects of Coenzyme Q10 on Statin-Induced Myopathy: An Updated Meta-Analysis of Randomized Controlled Trials,coenzyme q10
Heritability in the genomics era \u2014 concepts and misconceptions,heritability
"Clevedon Court, Somersetshire",clevedon court
Cosmic rays measure overburden of tunnel,muography
The segmented Urbilateria: A testable scenario,nervous system
Roundtrip Interstellar Travel Using Laser-Pushed Lightsails,solar sail
Sexual function in women with complete androgen insensitivity syndrome,intersex medical interventions
Patient advocate responds to DSD surgery debate,intersex medical interventions
Mystery of the poisoned expedition,burke and wills expedition
The major evolutionary transitions,the major transitions in evolution
The flight paths of honeybees recruited by the waggle dance,invertebrate
Tunable multifunctional topological insulators in ternary Heusler compounds,topological insulator
Coprophagy in a cave-adapted salamander; the importance of bat guano examined through nutritional and stable isotope analyses,guano
Superfuididty of Grain Boundaries in Solid 4 He,superfluid helium-4
"The ontogeny of cinctans (stem-group Echinodermata) as revealed by a new genus, Graciacystis, from the middle Cambrian of Spain",cincta
Evidence for Monophyly and Arthropod Affinity of Cambrian Giant Predators,omnidens
English Manuscripts in the Vatican Library,grace frank
Zur Elektronentheorie der Metalle auf Grund der Fermischen Statistik,sommerfeld expansion
In silico predictions of Escherichia coli metabolic capabilities are consistent with experimental data\n,modelling biological systems
"Computer reconstruction and analysis of the vermiform mollusc Acaenoplax hayae from the Herefordshire Lagerstatte (Silurian, England), and implications for molluscan phylogeny",heloplacidae
The Derivation and First Draft of Copernicus's Planetary Theory: A Translation of the Commentariolus with Commentary,astronomy in the medieval islamic world
Feynman's Success: Demystifying Quantum Mechanics,jagdish mehra
Athens Bestows the Decree of Proxenia on Aristotle,anton-hermann chroust
"The bony eyelid of Euoplocephalus (Reptilia, Ornithischia)",glossary of dinosaur anatomy
Werner Jaeger and the reconstruction of Aristotle's lost works,anton-hermann chroust
Susan Hirschman To Retire,susan hirschman
What Are the Clients? Who Are the Products? The Future of Archival Public Services in Perspective,barbara l. craig
Structure and function of defensive glands in soldiers of Glossotermes oculatus (Isoptera: Serritermitidae),termite
The Southern Sung Stone Engraving at North Fu-t'ang,history of hong kong under imperial china
A Chandra Observation of the Obscured Star-forming Complex W40,star formation
Periodic j\xf6kulhlaups from Pleistocene Glacial Lake Missoula\u2014New evidence from varved sediment in northern Idaho and Washington,touchet formation
"Pottery ""Khabur Ware"" jar\n",khabur ware
"Acute Occupational Disinfectant-related Illness Among Youth, 1993-1998",sensor-pesticides
How instantons solve the U(1) problem,gerard 't hooft
CD46 on glial cells can function as a receptor for viral glycoprotein-mediated cell-cell fusion,nerve guidance conduit
Nature against nurture: Calcification in the right thalamus in a young man with anorexia nervosa and obsessive-compulsive personality disorder,anorexia nervosa (differential diagnoses)
The Sunway TaihuLight Supercomputer: System and Applications,sunway sw26010
Carbohydrate metabolism in plants,thomas ap rees
Metacognition in animals: how do we know that they know?,animal consciousness
Preference aggregation theory without acyclicity: the core without majority dissatisfaction,nakamura number
"An Introduction to Landin\'s ""A Generalization of Jumps and Labels""",j operator
Discovering and visualizing indirect associations between biomedical concepts\n,national centre for text mining
"Molluscan engrailed expression, serial organization, and shell evolution",engrailed (gene)
Corannulene. A convenient new synthesis,corannulene
Plasticity and habitat choice match colour to function in an ambush bug,ambush predator
A study on the skeleton of Diademodon,cynodont
Local Interstellar Matter: The Apex Cloud,g-cloud
24-hour pattern of work-related injury risk of French firemen: Nocturnal peak time,michael smolensky
Megafaunal extinctions and the disappearance of a specialized wolf ecomorph,megafaunal wolf
The fungal secondary metabolite trichodimerol inhibits TGF-\u03b2 dependent cellular effects and tube formation of MDA-MB-231 cells,trichodimerol
Skelton's Garland of Laurel and Robert Whittinton's 'Lauri Apud Palladem expostulatio'\n,william horman
Leaders & Legends,list of upper canada college alumni
"The first recorded surface rupture in southern Africa: the 22 February 2006 M 7.0 Machaze, Mozambique, earthquake",2006 mozambique earthquake
TA in world's 10 best party towns: city breaks into Lonely Planet guide,tel aviv pride
The transgenerational trauma and resilience genogram,transgenerational trauma
Influence of management practices on large herbivore diet\u2014Case of European bison in Bia\u0142owie\u017ca Primeval Forest (Poland),dna barcoding in diet assessment
"Characteristics, functions, and applications of metallothionein in aquatic vertebrates.",metallothionein
New syndrome: microcephaly associated with achalasia,achalasia microcephaly
Chloride content of fog water in relation to air trajectory,robert m. cunningham
The tail of Tyrannosaurus: reassessing the size and locomotive importance of the M. caudofemoralis in non-avian theropods,glossary of dinosaur anatomy
An effective procedure exploiting unlabeled data to build monitoring system,manifold regularization
Accurate luminosities from the oxygen 7771-4 a triplet and the fundamental parameters of F-G supergiants,phi cassiopeiae
Ultra Low-Power All-Optical Switching,lene hau
"A new hump-backed ginglymodian fish (Neopterygii, Semionotiformes) from the Upper Triassic Chinle Formation of southeastern Utah",2013 in fish paleontology
"Otoliths from the middle Miocene (Serravallian) of the Karaman Basin, Turkey",2014 in fish paleontology
"A thick-skulled theropod (Dinosauria, Saurischia) from the Upper Cretaceous of Morocco with implications for carcharodontosaurid cranial evolution",kem kem group
A New Species of Hoplopteryx from the Carlile Formation (Cretaceous) of South Dakota,2016 in paleoichthyology
Ichthyosaurs of the British Middle and Upper Jurassic. Part 1 - Ophthalmosaurus,timeline of ichthyosaur research
Ancient human parallel lineages within North America contributed to a coastal expansion,2018 in mammal paleontology
Fully oxygenated water columns over continental shelves before the Great Oxidation Event,2019 in paleontology
Consumption of hypogeous fungi by the mountain brushtail possum (T. caninus) in eastern Australia,mountain brushtail possum
"Contributions to the knowledge of the Triviidae. XXVII. A new Trivia from the Plio-Pleistocene of Knokke, Belgium",2015 in molluscan paleontology
Scanning and Tail-flicking in the Australian Dusky Moorhen (Gallinula tenebrosa),dusky moorhen
Nitrogen cycle perturbations linked to metazoan diversification during the early Cambrian,2019 in paleontology
"Redescription and reassignment of the fossil wood Menendoxylon piptadiensis from the Pliocene Andalhuala Formation, South America",2018 in paleobotany
Tooth microwear and occlusal modes of euharamiyidans from the Jurassic Yanliao Biota reveal mosaic tooth evolution in Mesozoic allotherian mammals,2019 in mammal paleontology
Integrating palaeoecology and morphology in theropod diversity estimation: A case from the Aptian-Albian of Tunisia,2014 in paleontology
"Sarmentofascis? digitatus n. sp., a new cladocoropsid stromatoporoid from the Tithonian-early Berriasian (Late Jurassic-Early Cretaceous) of the Ay-Petri massif (Crimea Peninsula)",2015 in paleontology
"A new species of Scirrotherium Edmund & Theodor, 1997 (Xenarthra, Cingulata, Pampatheriidae) from the late Miocene of South America",2013 in mammal paleontology
"The ""miacids"" (Carnivoraformes, Mammalia) from the Early Eocene locality of Le Quesnoy (MP7, France); first occurrence of \'\'Vassacyon\'\' in Europe",2010 in mammal paleontology
Corrigendum: A fossil biting midge (Diptera: Ceratopogonidae) from early Eocene Indian amber with a complex pheromone evaporator,2017 in insect paleontology
"\'\'Thalassodromeus sebesensis\'\' - a new name for an old turtle. Comment on ""\'\'Thalassodromeus sebesensis\'\', an out of place and out of time Gondwanan tapejarid pterosaur"", Grellet-Tinner and Codrea (online July 2014 DOI 10.1016/j.gr.2014.06.002)",2015 in paleontology
A new kinosternoid from the Late Cretaceous Hell Creek Formation of North Dakota and Montana and the origin of the Dermatemys mawii lineage,emarginachelys
Indirect effects of climate change altered the cannibalistic behaviour of shell-drilling gastropods in Antarctica during the Eocene,2018 in paleomalacology
Feeding strategy and locomotion of Cambrian hyolithides,2018 in paleontology
First record of avian extinctions from the Late Pleistocene and Holocene of Timor Leste,2019 in archosaur paleontology
Middle Triassic Xingyi Fauna: Showing turnover of marine reptiles from coastal to oceanic environments,2018 in paleontology
Cretaceous ants shed new light on the origins of worker polymorphism,2020 in insect paleontology
"A new dinosaur with theropod affinities from the Late Triassic Santa Maria Formation, South Brazil",2019 in archosaur paleontology
"Deviacer pidemarmanii sp. nov. (Polygalaceae) from the Late Eocene\u2013Early Oligocene Badger's Nose Paleoflora, Modoc County, California",2015 in paleobotany
"A new ornithuromorph (Aves) with an elongate rostrum from the Jehol Biota, and the early evolution of rostralization in birds",2016 in archosaur paleontology
"The systematic affinities of the putative seriema Noriegavis santacrucensis (Noriega et al., 2009) from the Miocene of Argentina",2009 in archosaur paleontology
Establishing the link between Permian volcanism and biodiversity changes: Insights from geochemical proxies,2019 in paleontology
"A new species of Sulcospira (Pachychilidae: Gastropoda) from the Miocene Katsuta Group in Okayama Prefecture, Southwest Japan",2013 in paleomalacology
"New material and systematic re-evaluation of Medusaceratops lokii (Dinosauria, Ceratopsidae) from the Judith River Formation (Campanian, Montana)",wendiceratops
A New Chinese Anurognathid Pterosaur and the Evolution of Pterosaurian Tail Lengths,tiaojishan formation
Middle Jurassic charophytes from southern Tunisia: Implications on evolution and paleobiogeography,2019 in paleobotany
"Insights into the timing, intensity and natural setting of Neanderthal occupation from the geoarchaeological study of combustion structures: A micromorphological and biomarker investigation of El Salt, unit Xb, Alcoy, Spain",2019 in primate paleontology
"First record of fossil woods from the Mari\xf1o Formation (Miocene), Mendoza, Argentina and their palaeobiogeographical implications",2015 in paleobotany
Mesozoic sooty mould beetles as living relicts in New Zealand,2018 in insect paleontology
Convergent evolution in tooth morphology of filter-feeding lamniform sharks,2018 in paleoichthyology
"Two new species of Gobiconodon (Mammalia, Eutriconodonta, Gobiconodontidae) from the Lower Cretaceous Shahai and Fuxin formations, northeastern China",2015 in paleontology
"A new soft-shelled turtle (Trionychidae, Apalone) from the Late Miocene of north-central Florida",2017 in reptile paleontology
A new species of towhee (Aves: Emberizidae: Pipilo) from Quaternary deposits on Bermuda,list of bird species described in the 2010s
"Two new species of Mesosciophilidae (Insecta: Diptera: Nematocera) from the Yanliao biota of Inner Mongolia, China",2012 in arthropod paleontology
Wood of Oleaceae from the latest Cretaceous of India \u2013 the earliest olive branch?,2015 in paleobotany
Odontogenic maxillary sinusitis: A review,maxillary sinus
"Euconcordia nom. nov., a replacement name for the captorhinid eureptile Concordia M\xfcller and Reisz, 2005 (non Kingsley, 1880), with new data on its dentition",euconcordia
Strangers in a strange land: Ecological dissimilarity to metatherian carnivores may partly explain early colonization of South America by Cyonasua-group procyonids,2019 in mammal paleontology
"Coniferous woods from the Upper Triassic of southwestern Gondwana, Tronquimalal Group, Neuqu\xe9n Basin, Mendoza Province, Argentina",2020 in paleobotany
A new abelisaurid dinosaur from the Late Cretaceous of southern France: Palaeobiogeographical implications,2014 in paleontology
"Taxonomic revision of the genus Ichthyosarcolites Demarest, 1812, and description of a new canaliculate rudist from the Cenomanian of Slovenia: Oryxia sulcata gen. et sp. nov. (Bivalvia, Hippuritida)",2018 in paleomalacology
A new micropterigid moth from the \u2018mid\u2019\u2212Cretaceous Burmese amber (Insecta: Lepidoptera),2020 in insect paleontology
Mosaic dental morphology in a terminal Pleistocene hominin from Dushan Cave in southern China,2019 in primate paleontology
"Burmochlus gen. nov., the first Cretaceous member of the Archaeochlus cluster (Diptera: Chironomidae: Podonominae)",2020 in insect paleontology
"Microstructure and significance of cordaitean reproductive organs from the lower Permian of Gansu, Northwest China",2018 in paleobotany
"Two new species of Cenomanocarcinus Van Straelen, 1936 (Decapoda: Brachyura: Paleocorystoidea) from the Lower and Middle Cretaceous of Texas, USA, with remarks on intraspecific variation in Cenomanocarcinus",2015 in arthropod paleontology
"Determining biophysical protein stability in lysates by a fast proteolysis assay, FASTpp",gel electrophoresis of proteins
A new accurate determination of the angular diameter of Antares,antares
"Fr\xfche Belege f\xfcr den Umlaut von ahd. /u/, /\u014d/ und /\u016b/",germanic umlaut
"On the Supposed Alteration in the Amount of Astronomical Aberration of Light, Produced by the Passage of the Light through a Considerable Thickness of Refracting Medium",luminiferous aether
A Review of the Lower Miocene Swifts (Aves: Apodiae),1976 in paleontology
The Collection of The Late Miss Valerie Beston: Artists from the London School,michael clark (artist)
On Einstein's theory of gravitation and its astronomical consequences. Second paper,born rigidity
FEBC Begins A New Chapter,life bible-presbyterian church
Ancient Termite Pollinator of Milkweed Flowers in Dominican Amber,2017 in paleobotany
Testing for causality: a personal viewpoint,brain connectivity estimators
"Une Vie de S. Secundinus, disciple de S. Patrice",secundinus
Psychiatric effects of thyroid hormone disturbance,signs and symptoms of graves' disease
"Kericserispira nomen novum, a new substitute name instead of Foveolaria Szab\xf3, 2017 (non Foveolaria Busk, 1884)",2016 in molluscan paleontology
Earliest behavioral mimicry and possible food begging in a Mesozoic alienopterid pollinator,alienoptera
"Antitropical brachiopods from the middle Permian (Wordian) of the southern Kitakami Mountains, northeast Japan",2014 in paleontology
Usefulness of fast protein liquid chromatography as an alternative to high performance liquid chromatography of 99mTc-labelled human serum albumin preparations,fast protein liquid chromatography
Charlie White: Andrea Rosen Gallery,charlie white (artist)
An archaic crested plesiosaur in opal from the Lower Cretaceous high-latitude deposits of Australia,2006 in paleontology
