Title,page_title
Common mechanisms of amyloid oligomer pathogenesis in degenerative disease,proteopathy
"PAX6 gene dosage effect in a family with congenital cataracts, aniridia, anophthalmia and central nervous system defects",pax6
"Serotonin receptor binding affinities of several hallucinogenic phenylalkylamine and N,N-dimethyltryptamine analogues","7,n,n-tmt"
"Comparative synergistic activity of nafcillin, oxacillin, and methicillin in combination with gentamicin against",drug resistance
"Frequency, Phenotypic Characteristics and Progression of Atrophy Associated With a Diseased Bruch's Membrane in Pseudoxanthoma Elasticum",pseudoxanthoma elasticum
Coarse-grained modeling of mucus barrier properties,ca-125
P21 activated kinase-1 (Pak1) promotes prostate tumor growth and microinvasion via inhibition of transforming growth factor \u03b2 expression and enhanced matrix metalloproteinase 9 secretion,pak1
Kr\xfcppel-like factor 4 is widely expressed in the mouse male and female reproductive tract and responds as an immediate early gene to activation of the protein kinase A in TM4 Sertoli cells,klf4
Acute kidney injury biomarkers: renal angina and the need for a renal troponin I,lipocalin-2
YjdE (AdiC) is the arginine:agmatine antiporter essential for arginine-dependent acid resistance in Escherichia coli,arginine decarboxylase
Adaptive evolution of threonine deaminase in plant defense against insect herbivores,threonine ammonia-lyase
Trachyonychia: a comprehensive review,lichen planus
Interactions of the low density lipoprotein receptor gene family with cytosolic adaptor and scaffold proteins suggest diverse biological functions in cellular communication and signal transduction,gipc1
Perturbed nuclear receptor signaling by environmental obesogens as emerging factors in the obesity crisis,obesogen
Altered neuronal excitability underlies impaired hippocampal function in an animal model of psychosis,denise manahan-vaughan
Update on eosinophilic meningoencephalitis and its clinical relevance,strongyloidiasis
"HHR23A, the human homologue of the yeast repair protein RAD23, interacts specifically with Vpr protein and prevents cell cycle arrest but not the transcriptional effects of Vpr",rad23a
The signalling molecule BMP4 mediates apoptosis in the rhombencephalic neural crest,bone morphogenetic protein 4
Sequences surrounding the Src-homology 3 domain of phospholipase Cgamma-1 increase the domain's association with Cbl,cbl (gene)
Three different classes of aminotransferases evolved prephenate aminotransferase functionality in arogenate-competent microorganisms,glutamate—prephenate aminotransferase
Ezrin links syndecan-2 to the cytoskeleton,syndecan-2
The degenerate Y chromosome--can conversion save it?,y chromosome
"Molecular cloning, expression, and characterization of a 49-kilodalton casein kinase I isoform from rat testis",csnk1d
Developmental nonlinearity drives phenotypic robustness,canalisation (genetics)
A phylogeny of the enigmatic Madagascan geckos of the genus Uroplatus,uroplatus sikorae
CD45 regulates tyrosine phosphorylation of CD22 and its association with the protein tyrosine phosphatase SHP-1,cd22
Influence of collagen lattice on the metabolism of small proteoglycan II by cultured fibroblasts,decorin
Human rod cGMP-gated cation channel gene maps to 4p12-->centromere by chromosomal in situ hybridization,cyclic nucleotide-gated channel alpha 1
Characterization and nucleotide binding properties of a mutant dihydropteridine reductase containing an aspartate 37-isoleucine replacement,adiponectin
TWIST gene mutation in a patient with radial aplasia and craniosynostosis: further evidence for heterogeneity of Baller-Gerold syndrome,twist transcription factor
"Human rab11a: transcription, chromosome mapping and effect on the expression levels of host GTP-binding proteins",rab11b
"Dose-response effect of a beta3-adrenergic receptor agonist, solabegron, on gastrointestinal transit, bowel function, and somatostatin levels in health",solabegron
HBx modulates iron regulatory protein 1-mediated iron metabolism via reactive oxygen species,aco1
"Simultaneous localization of MLL, AF4 and ENL genes in interphase nuclei by 3D-FISH: MLL translocation revisited",mllt1
The SMN complex,survival of motor neuron
The evolution of compositionally and functionally distinct actin filaments,cytoskeleton
Brucella ceti and brucellosis in cetaceans,brucella ceti
"BMY-25801, an antiemetic agent free of D2-dopamine receptor antagonist properties",batanopride
Identification of the Finnish founder mutation for diastrophic dysplasia (DTD),sulfate transporter
VHL type 2B mutations retain VBC complex form and function,eloc
Mechanism of intestinal radiosensitization by actinomycin D,dactinomycin
Ovarian cancer cells polarize macrophages toward a tumor-associated phenotype,mmp27
Xenobiotic transporters of the human organic anion transporting polypeptides (OATP) family,solute carrier organic anion transporter family member 1b3
A core-BRAF35 complex containing histone deacetylase mediates repression of neuronal-specific genes,brca2
A candidate X-linked mental retardation gene is a component of a new family of histone deacetylase-containing complexes,sin3a
The socio-economic impact of chronic pancreatitis: a systematic review,pancreatitis
Differential expression of putative transbilayer amphipath transporters,atp11b
When is arthritis reactive?,knee arthritis
Vitamin K and bone health,vitamin k
"Identification and characterization of two novel human mitochondrial elongation factor genes, hEFG2 and hEFG1, phylogenetically conserved through evolution",gfm2
"Use of cyproterone acetate (CPA) in the treatment of acne, hirsutism and virilism",ethinylestradiol/cyproterone acetate
Slit-mediated repulsion is a key regulator of motor axon pathfinding in the hindbrain,slit3
"Noncoding RNA. piRNA-guided transposon cleavage initiates Zucchini-dependent, phased piRNA production",piwi-interacting rna
An unconventional diacylglycerol kinase that regulates phospholipid synthesis and nuclear membrane growth,diacylglycerol kinase (ctp dependent)
A human protein selected for interference with Ras function interacts directly with Ras and competes with Raf1,c-raf
Regulation and role of adenylyl cyclase isoforms,camp-dependent pathway
Synthesis and structure-activity relationships of N-benzyl phenethylamines as 5-HT2A/2C agonists,25cn-nboh
Immune genes and divergent antimicrobial peptides in flies of the subgenus Drosophila,diptericin
"A de novo missense mutation of the beta subunit of the epithelial sodium channel causes hypertension and Liddle syndrome, identifying a proline-rich segment critical for regulation of channel activity",scnn1g
Effect of mutations in vesicle-associated membrane protein (VAMP) on the assembly of multimeric protein complexes,vamp2
Clopidogrel plus aspirin versus aspirin alone for acute minor ischaemic stroke or high risk transient ischaemic attack: systematic review and meta-analysis,stroke
"FIP200, a ULK-interacting protein, is required for autophagosome formation in mammalian cells",rb1cc1
Agro-meteorological indices and climate model uncertainty over the UK,climate change and agriculture
Pharmacologic inhibition of JAK-STAT signaling promotes hair growth,janus kinase inhibitor
Rapamycin fed late in life extends lifespan in genetically heterogeneous mice,sirolimus
DNA cloning using in vitro site-specific recombination,nnt (gene)
Oral versus intravenous rehydration for treating dehydration due to gastroenteritis in children,intravenous therapy
To err (meiotically) is human: the genesis of human aneuploidy,meiosis
Helicobacter pylori CagA: a new paradigm for bacterial carcinogenesis,stomach cancer
Effect of peer education in school on sexual health knowledge and attitude in girl adolescents,menstruation
Identification of the gene variations in human CD22,cd22
"Involvement of inositol 1,4,5-trisphosphate-regulated stores of intracellular calcium in calcium dysregulation and neuron cell death caused by HIV-1 protein tat",plcb3
Characterization of the human ADP-ribosylation factor 3 promoter. Transcriptional regulation of a TATA-less promoter,arf3
Oseltamivir resistance during treatment of H7N9 infection,oseltamivir
Fibrillin-1 mutations in Marfan syndrome and other type-1 fibrillinopathies,fibrillin 1
Electrostatic Modulation in Steroid Receptor Recruitment of LXXLL and FXXLF Motifs,estrogen receptor alpha
Activation of canonical Wnt/\u03b2-catenin signaling stimulates proliferation in neuromasts in the zebrafish posterior lateral line,zebrafish
Compound heterozygosity for mutant hepatic lipase in familial hepatic lipase deficiency,hepatic lipase
X-linked dyskeratosis congenita is caused by mutations in a highly conserved gene with putative nucleolar functions,telomerase
"EDD, the human hyperplastic discs protein, has a role in progesterone receptor coactivation and potential involvement in DNA damage response",ubr5
Characterization of calmodulin binding to the orphan nuclear receptor Errgamma,estrogen-related receptor gamma
Ibotenic acid and thioibotenic acid: a remarkable difference in activity at group III metabotropic glutamate receptors,ibotenic acid
"Polymorphisms in CCR5\u039432 and Risk of HIV-1 Infection in the Southeast of Caspian Sea, Iran",innate resistance to hiv
Involvement of CUL4 ubiquitin E3 ligases in regulating CDK inhibitors Dacapo/p27Kip1 and cyclin E degradation,cul4b
A review of the molecular genetics of the human alpha-globin gene cluster,"hemoglobin, alpha 2"
Molecular mechanism of androgen action,testosterone
Role of the basal ganglia in the control of purposive saccadic eye movements,medium spiny neuron
Potassium channels in myelinated nerve. Selective permeability to small cations,ion channel
Bone metastases of differentiated thyroid cancer: impact of early 131I-based detection on outcome,scintigraphy
Clathrin and adaptors,ap1m2
Interaction of hHR23 with S5a. The ubiquitin-like domain of hHR23 mediates interaction with S5a subunit of 26 S proteasome,rad23b
The PDZ domain of the SpoIVB serine peptidase facilitates multiple functions,spoivb peptidase
The Many Roles of BAF (mSWI/SNF) and PBAF Complexes in Cancer,chromatin remodeling
Immunoregulatory molecules and IL 2 receptors identified in multiple sclerosis brain,interleukin-1 family
Longitudinal study of infection with Borrelia burgdorferi in a population of Peromyscus leucopus at a Lyme disease-enzootic site in Maryland,white-footed mouse
Regulation of protein phosphatase 2A activity by heat shock transcription factor 2.,hsf2
"Muromonab CD-3: a review of its pharmacology, pharmacokinetics, and clinical use in transplantation",monoclonal antibody therapy
Ligand efficiency: a useful metric for lead selection,drug discovery
Moderate cochlear hearing loss leads to a reduced ability to use temporal fine structure information,temporal envelope and fine structure
Up-regulation of acyl-coenzyme A:cholesterol acyltransferase-1 by transforming growth factor-beta1 during differentiation of human monocytes into macrophages,soat1
A human cDNA sequence homologue of bovine phosphatidylethanolamine-binding protein,phosphatidylethanolamine binding protein 1
"Vascular endothelial genes that are responsive to tumor necrosis factor-alpha in vitro are expressed in atherosclerotic lesions, including inhibitor of apoptosis protein-1, stannin, and two novel genes",tnfaip8
Neglected parasitic infections and poverty in the United States,neglected tropical diseases
Crystal structure of the calcium release-activated calcium channel Orai,calcium release activated channel
Interaction of the synaptic protein PICK1 (protein interacting with C kinase 1) with the non-voltage gated sodium channels BNC1 (brain Na+ channel 1) and ASIC (acid-sensing ion channel),asic2
Hepatitis C virus core protein interacts with heterogeneous nuclear ribonucleoprotein K,hnrnpk
Pathogenetic role of JAK2 V617F mutation in chronic myeloproliferative disorders,janus kinase 2
The efficacy and use of finasteride in women: a systematic review,finasteride
Gene expression profiling in the human hypothalamus-pituitary-adrenal axis and full-length cDNA cloning,prdx5
Facile microencapsulation of HDI for self-healing anticorrosion coatings,self-healing material
Evolution of a novel nuclear receptor subfamily with emphasis on the member from the Pacific oyster Crassostrea gigas,nuclear receptor
The RTP site shared by the HIV-1 Tat protein and the 11S regulator subunit alpha is crucial for their effects on proteasome function including antigen processing,psmc1
P-Body Purification Reveals the Condensation of Repressed mRNA Regulons,stress granule
Human liver protein map: update 1993,erp29
"A review of saliva: normal composition, flow, and function",dental plaque
Alleles and isoforms of human membrane-bound IgA1,immunoglobulin a
[Synthesis of analgesically active benzimidazole derivatives with basic substitutions],isotonitazene
Purification of human kallikrein 6 from biological fluids and identification of its complex with alpha(1)-antichymotrypsin,klk6
C-3 Amido-indole cannabinoid receptor modulators,mn-25
Structure and chromosomal assignment of the human S1-5 gene (FBNL) that is highly homologous to fibrillin,efemp1
Molecular characterization of 82 patients with pyruvate dehydrogenase complex deficiency. Structural implications of novel amino acid substitutions in E1 protein,pyruvate dehydrogenase (lipoamide) alpha 1
Albinism in the domestic cat (Felis catus) is associated with a tyrosinase (TYR) mutation,genetics
Making new connections: role of ERK/MAP kinase signaling in neuronal plasticity,activity-regulated cytoskeleton-associated protein
The human LSm1-7 proteins colocalize with the mRNA-degrading enzymes Dcp1/2 and Xrnl in distinct cytoplasmic foci,xrn1 (gene)
A specific chemical difference between the globins of normal human and sickle-cell anaemia haemoglobin,single-nucleotide polymorphism
In memory of Arvid Wretlind 1919 \u2013 2002,lipid emulsion
"JSAP1, a novel jun N-terminal protein kinase (JNK)-binding protein that functions as a Scaffold factor in the JNK signaling pathway",mitogen-activated protein kinase 9
"Physical interactions among circadian clock proteins KaiA, KaiB and KaiC in cyanobacteria",kaic
Evolutionary connection between the catalytic subunits of DNA-dependent RNA polymerases and eukaryotic RNA-dependent RNA polymerases and the origin of RNA polymerases,rna-dependent rna polymerase
Heparan sulfates expressed in the distal lung are required for Fgf10 binding to the epithelium and for airway branching,fgf10
"Differences between the four halide ligands, and discussion remarks on trigonal-bipyramidal complexes, on oxidation states, and on diagonal elements of one-electron energy",non-innocent ligand
"Expression of Indian Hedgehog, BMP-4 and Noggin in craniosynostosis induced by fetal constraint",craniosynostosis
Small bowel faeces sign in patients without small bowel obstruction,bowel obstruction
National Lipid Association Recommendations for Patient-Centered Management of Dyslipidemia: Part 2,ethyl eicosapentaenoic acid
Detailed analysis of 22q11.2 with a high density MLPA probe set,digeorge syndrome
Identification of a specific effector of the small GTP-binding protein Rap2,rundc3a
Anemia in the emergency department: evaluation and treatment,iron-deficiency anemia
"Genomics and genetics of Sulfolobus islandicus LAL14/1, a model hyperthermophilic archaeon",list of sequenced archaeal genomes
Interaction between Erbin and a Catenin-related protein in epithelial cells.,plakophilin-4
Ghrelin stimulates locomotor activity and accumbal dopamine-overflow via central cholinergic systems in mice: implications for its involvement in brain reward,ghrelin
Lack of testicular seipin causes teratozoospermia syndrome in men,seipin
The barium site in a potassium channel by x-ray crystallography,potassium channel
Assessing intratumor heterogeneity and tracking longitudinal and spatial clonal evolutionary history by next-generation sequencing,computational phylogenetics
"JDP2, a repressor of AP-1, recruits a histone deacetylase 3 complex to inhibit the retinoic acid-induced differentiation of F9 cells",jun dimerization protein
Systematic analysis and nomenclature of mammalian F-box proteins,ubiquitin ligase
Current Understanding on Role of the Wnt Signaling Pathway Effector TCF7L2 in Glucose Homeostasis,tcf7l2
Classification of Fanconi anemia patients by complementation analysis: evidence for a fifth genetic subtype,fance
Properties and regulation of leaf nicotinamide\u2013adenine dinucleotide phosphate\u2013malate dehydrogenase and 'malic' enzyme in plants with the C4-dicarboxylic acid pathway of photosynthesis,malate dehydrogenase (nadp+)
The progression associated antigen MUC18: a unique member of the immunoglobulin supergene family,cd146
Identification of multiple proteins expressed in murine embryos as binding partners for the WW domains of the ubiquitin-protein ligase Nedd4,rnf11
Autobiographical memory and dissociation in borderline personality disorder,borderline personality disorder
Riftia pachyptila Jones: Observations on the Vestimentiferan Worm from the Galapagos Rift,riftia pachyptila
"A novel vascular endothelial growth factor, VEGF-C, is a ligand for the Flt4 (VEGFR-3) and KDR (VEGFR-2) receptor tyrosine kinases",vascular endothelial growth factor c
Testosterone levels and gonadotrophins in Klinefelter's patients treated with injections of mesterolone cipionate,mesterolone cipionate
SAC-ing mitotic errors: how the spindle assembly checkpoint (SAC) plays defense against chromosome mis-segregation,schizosaccharomyces pombe
Recognition of chromosomal DNA by PNAs,peptide nucleic acid
Molecular pathogenesis of cystinosis: effect of CTNS mutations on the transport activity and subcellular localization of cystinosin,ctns (gene)
Biological synthesis of gold nanocubes from Bacillus licheniformis,colloidal gold
"Mammalian p55CDC mediates association of the spindle checkpoint protein Mad2 with the cyclosome/anaphase-promoting complex, and is involved in regulating anaphase onset and late mitotic events",mad2l1
Cost-effectiveness and sustainability of lambdacyhalothrin-treated mosquito nets in comparison to DDT spraying for malaria control in western Thailand,ddt
Lipoprotein(a) should be taken much more seriously,lipoprotein(a)
"Tryptophan 2,3-dioxygenase is a key modulator of physiological neurogenesis and anxiety-related behavior in mice","tryptophan 2,3-dioxygenase"
Presenilin 1 facilitates the constitutive turnover of beta-catenin: differential activity of Alzheimer's disease-linked PS1 mutants in the beta-catenin-signaling pathway,psen1
Susceptibility to Plasmodium vivax malaria associated with DARC (Duffy antigen) polymorphisms is influenced by the time of exposure to malaria,duffy antigen system
A third member of the synapsin gene family,syn3
A histone deacetylase corepressor complex regulates the Notch signal transduction pathway.,nuclear receptor co-repressor 1
mAKAP: an A-kinase anchoring protein targeted to the nuclear membrane of differentiated myocytes,prkar2a
"Safety and efficacy of amiselimod in relapsing multiple sclerosis (MOMENTUM): a randomised, double-blind, placebo-controlled phase 2 trial",multiple sclerosis drug pipeline
Single-Cell DNA Methylation Profiling: Technologies and Biological Applications,list of single cell omics methods
Cough and inhibition of the renin-angiotensin system,bradykinin
Exon-intron organization and chromosomal localization of the mouse monoglyceride lipase gene,monoacylglycerol lipase
A note on the spectrometric assay of glutamic-oxalacetic transaminase in human blood serum,transaminase
Tiotropium versus placebo for chronic obstructive pulmonary disease,chronic obstructive pulmonary disease
BMK1/ERK5 regulates serum-induced early gene expression through transcription factor MEF2C,mef2c
"CLDN23 gene, frequently down-regulated in intestinal-type gastric cancer, is a novel member of CLAUDIN gene family",cldn17
Identification and characterization of human KIAA1391 and mouse Kiaa1391 genes encoding novel RhoGAP family proteins with RA domain and ANXL repeats,snf1lk2
Identification and characterization of human TIPARP gene within the CCNL amplicon at human chromosome 3q25.31,tiparp
"The gene encoding the p60 subunit of chromatin assembly factor I (CAF1P60) maps to human chromosome 21q22.2, a region associated with some of the major features of Down syndrome",chaf1b
Molecular cloning and chromosomal assignment of the human brain-type phosphodiesterase I/nucleotide pyrophosphatase gene (PDNP2),autotaxin
Math1 gene transfer generates new cochlear hair cells in mature guinea pigs in vivo,noise-induced hearing loss
Purification and cDNA cloning of human liver CYP4A fatty acid omega-hydroxylase,cyp4a11
The logic of DNA replication in double-stranded DNA viruses: insights from global analysis of viral genomes,helicase–primase complex
Models for synthetic biology,gene regulatory network
A positive association between anxiety disorders and cannabis use or cannabis use disorders in the general population\u2014a meta-analysis of 31 studies,cannabis (drug)
Modifications on the basic skeletons of vinblastine and vincristine,chemotherapy
Microbial contamination of human milk purchased via the Internet,breast milk
The age-specific cumulative incidence of infection with pandemic influenza H1N1 2009 was similar in various countries prior to vaccination,2009 swine flu pandemic
The Agrobacterium tumefaciens virulence gene chvE is part of a putative ABC-type sugar transport operon,atp-binding cassette transporter
Human Adult Neurogenesis: Evidence and Remaining Questions,neuron
A stepped wedge cluster randomized trial is preferable for assessing complex health interventions,stepped-wedge trial
Pyruvate-formate-lyase-deactivase and acetyl-CoA reductase activities of Escherichia coli reside on a polymeric protein particle encoded by adhE,alcohol dehydrogenase
"Familial achalasia, microcephaly, and mental retardation. Case report and review of literature",achalasia microcephaly
Antedrugs: an approach to safer drugs,corticosteroid
KMT2E-ASNS: a novel relapse-specific fusion gene in early T-cell precursor acute lymphoblastic leukemia,asparagine synthetase
Antibiotics for infection prevention after excision of the cervical transformation zone,cervical intraepithelial neoplasia
Structure and organization of the human transglutaminase 1 gene,keratinocyte transglutaminase
CK beta 8/CCL23 induces cell migration via the Gi/Go protein/PLC/PKC delta/NF-kappa B and is involved in inflammatory responses,gorab
Ikaros DNA-binding proteins direct formation of chromatin remodeling complexes in lymphocytes,ikzf1
Invasive Pulmonary Aspergillosis-mimicking Tuberculosis,chronic pulmonary aspergillosis
Structural and functional changes in salivary glands during aging,salivary gland
Diversification of transcriptional modulation: large-scale identification and characterization of putative alternative promoters of human genes,bicd1
Diversification of transcriptional modulation: large-scale identification and characterization of putative alternative promoters of human genes,scn3a
Isolation of an anti-angiogenic substance from Agaricus blazei Murill: its antitumor and antimetastatic actions,angiogenesis inhibitor
Self-reports of panic attacks and manifest anxiety in adolescents,panic disorder
FUS/TLS deficiency causes behavioral and pathological abnormalities distinct from amyotrophic lateral sclerosis,fus (gene)
F1-ATPase: a highly efficient rotary ATP machine,atp5j2
Direct binding of p130(Cas) to the guanine nucleotide exchange factor C3G,rapgef1
Knock-out of the neural death effector domain protein PEA-15 demonstrates that its expression protects astrocytes from TNFalpha-induced apoptosis,caspase 8
"Suicide attempt with a mix of synthetic cannabinoids and synthetic cathinones: Case report of non-fatal intoxication with AB-CHMINACA, AB-FUBINACA, alpha-PHP, alpha-PVP and 4-CMC",alpha-pyrrolidinopentiophenone
Functional interaction of BRCA1-associated BARD1 with polyadenylation factor CstF-50,bard1
The therapeutic potential of cannabinoids for movement disorders,gateway drug effect
Peritoneal absorption of the antibacterial and antiendotoxin taurolin in peritonitis,taurolidine
Meta-analysis of the efficacy of a single dose of phenylephrine 10 mg compared with placebo in adults with acute nasal congestion due to the common cold,phenylephrine
E-selectin mediates Porphyromonas gingivalis adherence to human endothelial cells,e-selectin
High-frequency T-DNA-mediated gene tagging in plants,transfer dna
Loss of the EP2 prostaglandin E2 receptor in immortalized human keratinocytes results in increased invasiveness and decreased paxillin expression,prostaglandin ep2 receptor
Osteopontin: a potential biomarker for successful bee venom immunotherapy and a potential molecule for inhibiting IgE-mediated allergic responses,osteopontin
Historical aspects of the development of live virus vaccine in poliomyelitis,polio vaccine
Estimating the prevalence of borderline personality disorder in psychiatric outpatients using a two-phase procedure,borderline personality disorder
Complete mutation analysis panel of the 39 human HOX genes,hoxb5
"Ethanol and hydrogen production by two thermophilic, anaerobic bacteria isolated from Icelandic geothermal areas",hydrogen oxidizing bacteria
VTVH-MCD and DFT Studies of Thiolate Bonding to {FeNO}7/{FeO2}8 Complexes of Isopenicillin N Synthase:\u2009 Substrate Determination of Oxidase versus Oxygenase Activity in Nonheme Fe Enzymes,isopenicillin n synthase
"The BTB-zinc finger transcriptional regulator, PLZF, controls the development of iNKT cell effector functions",zinc finger and btb domain-containing protein 16
"Comparison of initiation of protein synthesis in procaryotes, eucaryotes, and organelles",messenger rna
Developmental neuroplasticity after cochlear implantation,neuroplasticity
The role of lipoxygenases in epidermis,alox12b
Constitutive and agonist-dependent homo-oligomerization of the thyrotropin-releasing hormone receptor. Detection in living cells using bioluminescence resonance energy transfer,thyrotropin-releasing hormone receptor
Efficient protein production inspired by how spiders make silk,surfactant protein c
Bnip3 functions as a mitochondrial sensor of oxidative stress during myocardial ischemia and reperfusion,bnip3
"A complex of EpCAM, claudin-7, CD44 variant isoforms, and tetraspanins promotes colorectal cancer progression",tspan8
Protein regions important for plasminogen activation and inactivation of alpha2-antiplasmin in the surface protease Pla of Yersinia pestis,plasminogen activator pla
CT angiography: current technology and clinical use,computed tomography angiography
Serum albumin level predicts initial intravenous immunoglobulin treatment failure in Kawasaki disease,kawasaki disease
Immunogenicity of a multi-component recombinant human acrosomal protein vaccine in female Macaca fascicularis,immunocontraception
Downregulation of miR-122 in the rodent and human hepatocellular carcinomas,mir-190 microrna precursor family
Ginsenoside Rb\u2081 induces type I collagen expression through peroxisome proliferator-activated receptor-delta,mir-25 microrna precursor family
"Physical activity and risk of breast cancer, colon cancer, diabetes, ischemic heart disease, and ischemic stroke events: systematic review and dose-response meta-analysis for the Global Burden of Disease Study 2013",breast cancer
IL-17E upregulates the expression of proinflammatory cytokines in lung fibroblasts,interleukin 25
Endothelins and endothelin receptor antagonists: therapeutic considerations for a novel class of cardiovascular drugs,sarafotoxin
